"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","regulation","rank","gene_SYMBOL","ENTREZID"
"Cd55",5.231135540559e-98,1.10016834066602,0.524,0.021,1.68887210926947e-93,"Neutrophil 2","Cd55","up",235.013948325701,"Cd55","13136"
"Mmp8",3.97655159859247e-96,4.1184822770937,0.937,0.111,1.28382968360558e-91,"Neutrophil 2","Mmp8","up",861.938193914633,"Mmp8","17394"
"Aldh2",1.23332356155791e-90,2.19531973504023,0.952,0.114,3.9817851184897e-86,"Neutrophil 2","Aldh2","up",431.688963011785,"Aldh2","11669"
"Chil3",2.8351865809403e-90,2.89874188941977,0.381,0.01,9.15339987656575e-86,"Neutrophil 2","Chil3","up",567.597410227593,"Chil3","12655"
"S1pr4",6.85288432608726e-90,0.523108786363876,0.381,0.01,2.21245370467727e-85,"Neutrophil 2","S1pr4","up",101.967310123039,"S1pr4","13611"
"1500015L24Rik",7.43696013232169e-88,1.71745839448461,0.619,0.038,2.40102257872006e-83,"Neutrophil 2","1500015L24Rik","up",326.726997307756,"1500015L24Rik","68994"
"ENSMUSG00000111514",5.3819730069096e-85,0.749517235352132,0.413,0.014,1.73756998528077e-80,"Neutrophil 2","ENSMUSG00000111514","up",137.652078083877,"E230014E18Rik","442848"
"Ceacam10",1.08676278305054e-84,0.994344430638845,0.444,0.017,3.50861364507868e-80,"Neutrophil 2","Ceacam10","up",181.916891066062,"Ceacam10","26366"
"Mpp7",9.178039989615e-83,0.9817083694583,0.444,0.018,2.9631302106472e-78,"Neutrophil 2","Mpp7","up",175.250053461448,"Mpp7","75739"
"R3hdm4",5.9904344333744e-82,1.55875156165277,0.857,0.09,1.93401175681492e-77,"Neutrophil 2","R3hdm4","up",275.337027397732,"R3hdm4","109284"
"Ncam1",7.05177934205396e-82,1.40565178963692,0.524,0.028,2.27666696058212e-77,"Neutrophil 2","Ncam1","up",248.064282652715,"Ncam1","17967"
"Brd3",6.89543639842016e-81,1.01384239226349,0.571,0.035,2.22619164122995e-76,"Neutrophil 2","Brd3","up",176.607466507563,"Brd3","67382"
"Pnkp",2.97238281974082e-78,1.54259089739462,0.873,0.102,9.59633793353323e-74,"Neutrophil 2","Pnkp","up",259.355676954087,"Pnkp","59047"
"Cep19",8.37597135194333e-78,0.731111560383368,0.444,0.019,2.7041823509749e-73,"Neutrophil 2","Cep19","up",122.16429087557,"Cep19","66994"
"Tecr",2.87680103164046e-77,1.60727475986308,0.825,0.091,9.28775213065122e-73,"Neutrophil 2","Tecr","up",266.582616152223,"Tecr","106529"
"Lamtor4",9.02410628593635e-77,1.52298144730025,0.841,0.094,2.91343271441455e-72,"Neutrophil 2","Lamtor4","up",250.860622360447,"Lamtor4","66096"
"Megf9",1.16550969514007e-75,1.59364090551174,0.762,0.075,3.76284805075972e-71,"Neutrophil 2","Megf9","up",258.422204386457,"Megf9","230316"
"Tesk2",2.41772131865939e-75,0.774416740391513,0.429,0.019,7.80561327729184e-71,"Neutrophil 2","Tesk2","up",125.013086480026,"Tesk2","230661"
"Tmem40",1.25188167383085e-74,0.768344304551038,0.46,0.022,4.04169998396291e-70,"Neutrophil 2","Tmem40","up",122.769350037246,"Tmem40","94346"
"Nhsl2",2.6299242274596e-74,1.44193564591992,0.762,0.075,8.49071036835332e-70,"Neutrophil 2","Nhsl2","up",229.328305698988,"Nhsl2","100042480"
"Nt5e",3.33380278869472e-74,1.81467793159911,0.556,0.037,1.07631823033009e-69,"Neutrophil 2","Nt5e","up",288.179611804428,"Nt5e","23959"
"Acpp",8.42637502894454e-74,0.826883702172726,0.381,0.014,2.72045517809474e-69,"Neutrophil 2","Acpp","up",130.546391395238,"Acpp","56318"
"Lrrk2",1.66684764684898e-73,2.51433621343887,0.952,0.141,5.38141762785193e-69,"Neutrophil 2","Lrrk2","up",395.242136030487,"Lrrk2","66725"
"Retnlg",2.48645039194943e-73,4.93898732614142,0.937,0.156,8.02750509040873e-69,"Neutrophil 2","Retnlg","up",774.410975617705,"Retnlg","245195"
"Zdhhc3",1.58216483903582e-72,0.867884844883749,0.603,0.045,5.10801918282715e-68,"Neutrophil 2","Zdhhc3","up",134.47439527226,"Zdhhc3","69035"
"Flot2",2.41577507719098e-72,0.930257556894394,0.54,0.035,7.79932983671108e-68,"Neutrophil 2","Flot2","up",143.745024257787,"Flot2","14252"
"Septin1",8.68034869931398e-71,0.642313891318591,0.381,0.015,2.80245057757352e-66,"Neutrophil 2","Septin1","up",96.9509370517126,"Septin1","54204"
"Dach1",1.05539129088501e-70,2.59958627702555,0.889,0.12,3.40733078262224e-66,"Neutrophil 2","Dach1","up",391.87381943751,"Dach1","13134"
"Sort1",2.81479784727693e-70,1.0739060449436,0.619,0.048,9.08757484993358e-66,"Neutrophil 2","Sort1","up",160.83215139687,"Sort1","20661"
"Cracr2a",3.08558006450156e-70,0.591386401274048,0.349,0.012,9.96179523824328e-66,"Neutrophil 2","Cracr2a","up",88.5139019698763,"Cracr2a","381812"
"Irag2",3.2750281378875e-70,1.77221001091781,0.73,0.079,1.05734283431698e-65,"Neutrophil 2","Irag2","up",265.144366272094,"Irag2","16970"
"Fam117b",7.07531089439232e-70,1.54629475521324,0.635,0.055,2.28426412225456e-65,"Neutrophil 2","Fam117b","up",230.153584038073,"Fam117b","72750"
"Traf3ip3",1.04928102840857e-69,1.27621672715618,0.683,0.061,3.38760380021707e-65,"Neutrophil 2","Traf3ip3","up",189.451703577556,"Traf3ip3","215243"
"Mgll",3.53218063089497e-69,1.00873813615593,0.556,0.039,1.14036451668444e-64,"Neutrophil 2","Mgll","up",148.520649583867,"Mgll","23945"
"Cd3d",2.02599549907794e-68,1.50444745777078,0.857,0.109,6.54092646877312e-64,"Neutrophil 2","Cd3d","up",218.878099622948,"Cd3d","12500"
"Ankrd22",5.41724754077427e-67,1.31966619377951,0.73,0.074,1.74895836853897e-62,"Neutrophil 2","Ankrd22","up",187.658189428604,"Ankrd22","52024"
"Nin",6.11738728483007e-67,1.70418675656902,0.889,0.13,1.97499848490739e-62,"Neutrophil 2","Nin","up",242.130356979859,"Nin","18080"
"Tex15",1.00790908334527e-66,1.05496896456969,0.524,0.036,3.25403447558021e-62,"Neutrophil 2","Tex15","up",149.36290706295,"Tex15","104271"
"Atxn10",4.04679479706804e-66,2.24331722823549,0.952,0.166,1.30650770023342e-61,"Neutrophil 2","Atxn10","up",314.491389190149,"Atxn10","54138"
"Cpa6",5.95095668039756e-66,0.999238349819068,0.381,0.017,1.92126636426635e-61,"Neutrophil 2","Cpa6","up",139.698223859566,"Cpa6","329093"
"Me2",1.19089935342453e-64,1.27766434023633,0.683,0.069,3.84481856253111e-60,"Neutrophil 2","Me2","up",174.795187505541,"Me2","107029"
"Krt83",1.48661212062299e-64,0.54664704492475,0.238,0.005,4.79952723143132e-60,"Neutrophil 2","Krt83","up",74.6646547940351,"Krt83","100126226"
"Mvb12b",1.9725949916479e-64,0.864726610844514,0.651,0.058,6.36852293053523e-60,"Neutrophil 2","Mvb12b","up",117.86546942,"Mvb12b","72543"
"Nxn",7.53035739316607e-64,1.05845621862393,0.46,0.028,2.43117588438366e-59,"Neutrophil 2","Nxn","up",142.853639035726,"Nxn","18230"
"Mapk13",1.07869221621845e-63,0.716729608500279,0.492,0.032,3.48255782006126e-59,"Neutrophil 2","Mapk13","up",96.475212247571,"Mapk13","26415"
"Ckap4",3.97408903710282e-63,1.91931643494066,0.984,0.184,1.28303464562865e-58,"Neutrophil 2","Ckap4","up",255.846238319275,"Ckap4","216197"
"Rfc2",6.81069273365851e-63,0.737803544487009,0.476,0.031,2.19883214906165e-58,"Neutrophil 2","Rfc2","up",97.9522808249054,"Rfc2","19718"
"Tiam2",1.10768782784663e-61,0.825773880941534,0.429,0.025,3.57617015220283e-57,"Neutrophil 2","Tiam2","up",107.328356409177,"Tiam2","24001"
"Atrn",1.37736041560709e-61,1.64810398802612,0.905,0.139,4.44680810178748e-57,"Neutrophil 2","Atrn","up",213.850002830747,"Atrn","11990"
"Rgs18",2.94221029320834e-61,0.984174528673186,0.683,0.069,9.49892593162312e-57,"Neutrophil 2","Rgs18","up",126.954746353852,"Rgs18","64214"
"Ranbp9",3.44768479234862e-61,2.26369674043532,0.841,0.135,1.11308503520975e-56,"Neutrophil 2","Ranbp9","up",291.649322479896,"Ranbp9","56705"
"Ly75",4.86428894146856e-60,1.09684626774048,0.492,0.035,1.57043568475312e-55,"Neutrophil 2","Ly75","up",138.411937648305,"Ly75","17076"
"Trp53inp2",8.05570874312985e-60,1.16262764779566,0.651,0.068,2.60078556771947e-55,"Neutrophil 2","Trp53inp2","up",146.126444729738,"Trp53inp2","68728"
"Peli2",1.40193620855974e-59,1.10222403178793,0.683,0.072,4.52615104933511e-55,"Neutrophil 2","Peli2","up",137.923837244879,"Peli2","93834"
"Stk39",2.80189967764062e-59,0.504395711464219,0.333,0.014,9.04593310926275e-55,"Neutrophil 2","Stk39","up",62.766934159552,"Stk39","53416"
"Ugt8a",4.81908187777848e-58,0.59877445433669,0.365,0.018,1.55584058424078e-53,"Neutrophil 2","Ugt8a","up",72.80797615875,"Ugt8a","22239"
"Tbc1d8",2.5809552841538e-57,1.65243932173241,0.714,0.09,8.33261413489055e-53,"Neutrophil 2","Tbc1d8","up",198.155289691123,"Tbc1d8","54610"
"Anxa3",3.36882650513959e-57,1.67750626389128,0.825,0.129,1.08762563718432e-52,"Neutrophil 2","Anxa3","up",200.714342161991,"Anxa3","11745"
"Arhgef18",1.23092507414139e-56,1.03325140029598,0.635,0.065,3.97404160186547e-52,"Neutrophil 2","Arhgef18","up",122.2900987753,"Arhgef18","102098"
"Crispld2",1.10460736887993e-55,1.02125074699643,0.667,0.073,3.56622489042885e-51,"Neutrophil 2","Crispld2","up",118.62882598982,"Crispld2","78892"
"Dgkg",1.20342840937376e-55,1.28482032795554,0.667,0.074,3.88526861966318e-51,"Neutrophil 2","Dgkg","up",149.135066820521,"Dgkg","110197"
"Eif4e3",3.32022548801667e-55,0.723103697805022,0.413,0.027,1.07193479880618e-50,"Neutrophil 2","Eif4e3","up",83.200159191698,"Eif4e3","66892"
"Cnn2",9.81154144746261e-55,1.61707281493065,0.984,0.213,3.1676561563133e-50,"Neutrophil 2","Cnn2","up",184.307915988927,"Cnn2","12798"
"Tbc1d10c",4.11423722967965e-54,0.695619425181391,0.524,0.044,1.32828148960207e-49,"Neutrophil 2","Tbc1d10c","up",78.2869464104451,"Tbc1d10c","108995"
"Hmgn2",9.3692166364187e-54,1.76253200570487,0.873,0.15,3.02485159106778e-49,"Neutrophil 2","Hmgn2","up",196.909736437936,"Hmgn2","15331"
"E2f2",3.71877468503167e-53,0.749778056544095,0.508,0.043,1.20060640706247e-48,"Neutrophil 2","E2f2","up",82.731453751445,"E2f2","242705"
"Ethe1",5.58232029157774e-53,0.668990751277739,0.508,0.044,1.80225210613587e-48,"Neutrophil 2","Ethe1","up",73.5455299591033,"Ethe1","66071"
"4930438A08Rik",3.14632048530104e-52,0.754975241561146,0.492,0.041,1.01578956867944e-47,"Neutrophil 2","4930438A08Rik","up",81.6927250286412,"4930438A08Rik","73988"
"Lnpk",5.21518382738098e-52,0.928824422463521,0.508,0.045,1.68372209866995e-47,"Neutrophil 2","Lnpk","up",100.034847738904,"Lnpk","69605"
"Gm11714",6.6379857168195e-52,0.714328702686362,0.492,0.041,2.14307368867518e-47,"Neutrophil 2","Gm11714","up",76.7612325509791,"Gm11714","108167930"
"Copg2",2.55835049178066e-51,0.817592243779058,0.571,0.058,8.25963456271385e-47,"Neutrophil 2","Copg2","up",86.7548103021043,"Copg2","54160"
"Fcnb",1.00923512110999e-50,1.11318330925471,0.127,0.001,3.25831558850359e-46,"Neutrophil 2","Fcnb","up",116.592263838401,"Fcnb","14134"
"Olfml2b",1.24313500063418e-50,0.610551394665086,0.317,0.016,4.01346134954745e-46,"Neutrophil 2","Olfml2b","up",63.8204856163055,"Olfml2b","320078"
"Tfdp1",3.36870106403097e-50,0.603134599512422,0.381,0.025,1.0875851385224e-45,"Neutrophil 2","Tfdp1","up",62.4439541640013,"Tfdp1","21781"
"Clec12a",3.37913182864008e-50,1.23738851061293,0.762,0.112,1.09095271087645e-45,"Neutrophil 2","Clec12a","up",128.105938890942,"Clec12a","232413"
"Ano10",1.05745266044849e-49,1.07674871973223,0.635,0.076,3.41398591425796e-45,"Neutrophil 2","Ano10","up",110.246631038283,"Ano10","102566"
"Slco4c1",1.16386983784598e-49,0.8984757539832,0.492,0.043,3.75755377148574e-45,"Neutrophil 2","Slco4c1","up",91.9073858998718,"Slco4c1","227394"
"Far1",1.25076037367673e-49,1.18190648869346,0.81,0.127,4.03807986641532e-45,"Neutrophil 2","Far1","up",120.815143007533,"Far1","67420"
"Mmp25",2.25840225229992e-49,1.42643396699997,0.857,0.151,7.2912516715503e-45,"Neutrophil 2","Mmp25","up",144.96799045785,"Mmp25","240047"
"Gyg",1.09299563377879e-48,0.966739358993214,0.571,0.062,3.52873640365481e-44,"Neutrophil 2","Gyg","up",96.7249838404922,"Gyg","27357"
"Abcd2",3.74554348391549e-48,0.940653154236417,0.524,0.052,1.20924871378212e-43,"Neutrophil 2","Abcd2","up",92.9564356050175,"Abcd2","26874"
"Tcp11l2",5.45121378505355e-48,1.37674911756055,0.698,0.103,1.75992437050454e-43,"Neutrophil 2","Tcp11l2","up",135.53528965439,"Tcp11l2","216198"
"Actn1",5.20389008726185e-47,1.70048868978198,0.984,0.248,1.68007591467249e-42,"Neutrophil 2","Actn1","up",163.569556314876,"Actn1","109711"
"Klf5",2.63226073566714e-46,0.53786113860491,0.397,0.029,8.49825378510138e-42,"Neutrophil 2","Klf5","up",50.8648357583713,"Klf5","12224"
"Rnaseh2c",3.30827694041416e-46,0.571113827379677,0.397,0.03,1.06807721021271e-41,"Neutrophil 2","Rnaseh2c","up",53.878952023394,"Rnaseh2c","68209"
"Srpk2",3.76582117708018e-46,1.42729091602392,0.905,0.175,1.21579536702034e-41,"Neutrophil 2","Srpk2","up",134.465919767083,"Srpk2","20817"
"ENSMUSG00000093765",4.00565524714725e-46,0.63743957959944,0.302,0.016,1.29322579654149e-41,"Neutrophil 2","ENSMUSG00000093765","up",60.0142027889595,"Gm20658","102633213"
"Mgst1",5.70656782707502e-46,1.98055944982522,0.952,0.243,1.84236542297117e-41,"Neutrophil 2","Mgst1","up",185.766451813325,"Mgst1","56615"
"Cdk11b",1.42308673076792e-45,1.74413205802235,0.81,0.154,4.59443551028424e-41,"Neutrophil 2","Cdk11b","up",161.996978940636,"Cdk11b","12537"
"Mtus1",1.49633496364757e-45,1.39531243535094,0.905,0.179,4.83091743013619e-41,"Neutrophil 2","Mtus1","up",129.528182295703,"Mtus1","102103"
"Slc2a3",2.138433681475e-45,1.79635300509912,0.889,0.203,6.90393314064203e-41,"Neutrophil 2","Slc2a3","up",166.115763744901,"Slc2a3","20527"
"Astn2",3.03216954657261e-45,1.49397214026749,0.19,0.005,9.78935938110966e-41,"Neutrophil 2","Astn2","up",137.631724465536,"Astn2","56079"
"Abtb1",8.11559191174438e-45,1.0079148757255,0.746,0.113,2.62011884870667e-40,"Neutrophil 2","Abtb1","up",91.8615472711991,"Abtb1","80283"
"Arhgdib",1.54516006610855e-44,2.61361533871165,1,0.502,4.98854927343145e-40,"Neutrophil 2","Arhgdib","up",236.522409518181,"Arhgdib","11857"
"Coro7",1.6416302641958e-44,0.668142315925774,0.413,0.035,5.30000330795613e-40,"Neutrophil 2","Coro7","up",60.4239155515793,"Coro7","78885"
"Satb1",2.32270720444074e-44,0.964186030299749,0.714,0.103,7.49886020953692e-40,"Neutrophil 2","Satb1","up",86.8622204053109,"Satb1","20230"
"Insr",3.37233857850147e-44,1.06709932899769,0.73,0.109,1.0887595100692e-39,"Neutrophil 2","Insr","up",95.7356482573051,"Insr","16337"
"Lta4h",3.8347320359919e-44,1.07633044609458,0.397,0.033,1.23804323781998e-39,"Neutrophil 2","Lta4h","up",96.425524072627,"Lta4h","16993"
"Hopx",4.8444103841844e-44,0.895349851739807,0.46,0.046,1.56401789253393e-39,"Neutrophil 2","Hopx","up",80.002697185916,"Hopx","74318"
"Zfp652",4.90320730472237e-44,1.35241496009588,0.81,0.148,1.58300047832962e-39,"Neutrophil 2","Zfp652","up",120.826776483057,"Zfp652","268469"
"Ica1",5.26542402102759e-44,0.646132532710879,0.175,0.004,1.69994214518876e-39,"Neutrophil 2","Ica1","up",57.6803961927498,"Ica1","15893"
"Ccdc88c",6.84956596844616e-44,1.02213970286218,0.762,0.119,2.21138237291284e-39,"Neutrophil 2","Ccdc88c","up",90.9777937769587,"Ccdc88c","68339"
"Ppm1m",6.91174345229131e-44,0.619671703606686,0.381,0.03,2.23145637357225e-39,"Neutrophil 2","Ppm1m","up",55.1496440104186,"Ppm1m","67905"
"Ltf",1.29317169996662e-43,5.1008797949821,0.667,0.12,4.17500483334222e-39,"Neutrophil 2","Ltf","up",450.773434845929,"Ltf","17002"
"Anxa1",2.63975843685903e-43,3.38480708304753,1,0.476,8.52246011339937e-39,"Neutrophil 2","Anxa1","up",296.705803738605,"Anxa1","16952"
"Dhrs7",1.0028821997565e-42,1.59785535008796,0.952,0.249,3.23780518191386e-38,"Neutrophil 2","Dhrs7","up",137.932207215491,"Dhrs7","66375"
"Pld1",1.48808686683072e-42,0.869936371261478,0.476,0.049,4.80428844956298e-38,"Neutrophil 2","Pld1","up",74.7525228549819,"Pld1","18805"
"Triobp",1.50255342051751e-42,1.07134909747979,0.73,0.123,4.85099371814078e-38,"Neutrophil 2","Triobp","up",92.0492966304028,"Triobp","110253"
"Cebpe",1.97916658548571e-42,0.970924072197748,0.508,0.057,6.3897393212406e-38,"Neutrophil 2","Cebpe","up",83.1533746734711,"Cebpe","110794"
"Slain2",5.83992906047251e-42,1.14104481199585,0.714,0.117,1.88542109717355e-37,"Neutrophil 2","Slain2","up",96.4884577329717,"Slain2","75991"
"Mgam",7.36090963280115e-42,0.989547326346766,0.746,0.117,2.37646967494985e-37,"Neutrophil 2","Mgam","up",83.4485580764938,"Mgam","232714"
"Rhou",9.17614473513309e-42,0.71105401104855,0.524,0.059,2.96251832773772e-37,"Neutrophil 2","Rhou","up",59.8064746678186,"Rhou","69581"
"Asnsd1",1.39354556472421e-41,0.654476785133609,0.476,0.05,4.4990618557121e-37,"Neutrophil 2","Asnsd1","up",54.7743268169199,"Asnsd1","70396"
"Rbfa",2.22757174616109e-41,0.581125283798601,0.349,0.027,7.19171538248109e-37,"Neutrophil 2","Rbfa","up",48.3628260338234,"Rbfa","68731"
"Dnah8",2.5464721443006e-41,1.14075011044348,0.476,0.052,8.22128531787448e-37,"Neutrophil 2","Dnah8","up",94.7836968103614,"Dnah8","13417"
"Adgrl4",7.28244926433401e-41,0.56358380615683,0.159,0.004,2.35113874499023e-36,"Neutrophil 2","Adgrl4","up",46.235380471888,"Adgrl4","170757"
"Arhgef6",7.49021784077922e-41,0.752782184489455,0.492,0.055,2.41821682989557e-36,"Neutrophil 2","Arhgef6","up",61.7356917363671,"Arhgef6","73341"
"Pam",1.05387806445924e-40,0.837218824019963,0.54,0.066,3.40244533110665e-36,"Neutrophil 2","Pam","up",68.3744632637859,"Pam","18484"
"Mindy1",2.17710577295614e-40,0.875284999811942,0.683,0.104,7.02878598798891e-36,"Neutrophil 2","Mindy1","up",70.8482369325214,"Mindy1","75007"
"Pacs1",2.48403160789662e-40,1.40151851791353,0.794,0.149,8.01969604609423e-36,"Neutrophil 2","Pacs1","up",113.258341154926,"Pacs1","107975"
"Tmem71",4.05005684820407e-40,0.951074206235345,0.635,0.091,1.30756085344269e-35,"Neutrophil 2","Tmem71","up",76.3924817886258,"Tmem71","213068"
"S100a8",6.23173811762677e-40,3.0349405754775,1,0.919,2.0119166512758e-35,"Neutrophil 2","S100a8","up",242.465622444952,"S100a8","20201"
"Thbs1",7.72203719820082e-40,1.93602641818473,0.524,0.066,2.49305970943913e-35,"Neutrophil 2","Thbs1","up",154.256714000263,"Thbs1","21825"
"Wipi1",9.19649248457308e-40,0.508355695541092,0.365,0.03,2.96908759864442e-35,"Neutrophil 2","Wipi1","up",40.4154081523746,"Wipi1","52639"
"Myo5a",1.64197919689465e-39,0.985889545327564,0.683,0.11,5.30112983717437e-35,"Neutrophil 2","Myo5a","up",77.8089250988827,"Myo5a","17918"
"Pnpla8",3.52709392785289e-39,1.41200433476755,0.937,0.228,1.13872227460731e-34,"Neutrophil 2","Pnpla8","up",110.359415508385,"Pnpla8","67452"
"A730008H23Rik",5.11368809690757e-39,0.802155767111257,0.524,0.064,1.65095420208661e-34,"Neutrophil 2","A730008H23Rik","up",62.3969214534579,"A730008H23Rik","212427"
"Malat1",5.15404988071001e-39,-1.65453529064602,1,1,1.66398500398723e-34,"Neutrophil 2","Malat1","down",128.687567331948,"Malat1","72289"
"Sptbn1",7.73137008346263e-39,0.834014248917493,0.46,0.052,2.49607283144591e-34,"Neutrophil 2","Sptbn1","up",64.5303300440441,"Sptbn1","20742"
"Exoc6",8.41453634204643e-39,0.925379893759132,0.698,0.115,2.71663305802969e-34,"Neutrophil 2","Exoc6","up",71.521223821237,"Exoc6","107371"
"Plbd1",1.61343431306866e-38,2.08671978583372,0.841,0.224,5.20897267974216e-34,"Neutrophil 2","Plbd1","up",159.921009513804,"Plbd1","66857"
"Svip",1.63941524806937e-38,0.689269970624816,0.397,0.037,5.29285212839196e-34,"Neutrophil 2","Svip","up",52.8129238035109,"Svip","75744"
"Nfkbia",1.82327130145367e-38,-3.67528328888697,0.698,0.993,5.88643139674316e-34,"Neutrophil 2","Nfkbia","down",281.215194761389,"Nfkbia","18035"
"Phactr2",2.49908246765095e-38,1.20470738350389,0.825,0.171,8.06828774681109e-34,"Neutrophil 2","Phactr2","up",91.798644649037,"Phactr2","215789"
"S100a9",2.51545249454051e-38,2.21540114998651,1,0.962,8.12113837862403e-34,"Neutrophil 2","S100a9","up",168.798996543568,"S100a9","20202"
"Cyfip2",2.77619009704804e-38,1.29692011645024,0.873,0.198,8.96292972831959e-34,"Neutrophil 2","Cyfip2","up",98.6888717020916,"Cyfip2","76884"
"Arl2bp",3.03924623209375e-38,0.726045084728705,0.492,0.057,9.81220646031469e-34,"Neutrophil 2","Arl2bp","up",55.1825237433632,"Arl2bp","107566"
"Adgrg3",3.92403871440972e-38,0.687490130069486,0.444,0.047,1.26687589894718e-33,"Neutrophil 2","Adgrg3","up",52.0765208232486,"Adgrg3","54672"
"Mctp1",4.39691459222675e-38,2.0481636036116,1,0.421,1.41954387610041e-33,"Neutrophil 2","Mctp1","up",154.912797758482,"Mctp1","78771"
