"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","regulation","rank","gene_SYMBOL","ENTREZID"
"Dennd3",8.85963555997156e-11,-0.542923556472036,0.146,0.476,2.86033334053682e-06,"Neutrophil 1","Dennd3","down",6.93018703735169,"Dennd3","105841"
"Lcn2",1.0768476423793e-10,-0.652501599762676,0.616,0.952,3.47660261342155e-06,"Neutrophil 1","Lcn2","down",8.20158949665087,"Lcn2","16819"
"Upp1",1.11140976740773e-10,1.85551964921641,0.57,0.19,3.58818643407587e-06,"Neutrophil 1","Upp1","up",23.2642523704417,"Upp1","22271"
"Nedd4l",1.20284510265769e-10,-0.512854356378285,0.142,0.46,3.88338541393036e-06,"Neutrophil 1","Nedd4l","down",6.38955152479085,"Nedd4l","83814"
"Rab8b",1.2213331772912e-10,1.0215787278424,0.963,0.984,3.94307416288463e-06,"Neutrophil 1","Rab8b","up",12.7120658710666,"Rab8b","235442"
"Spop",1.2994594950739e-10,-0.553408903749883,0.361,0.841,4.19530497984608e-06,"Neutrophil 1","Spop","down",6.85205697948272,"Spop","20747"
"Nfkbie",1.30955514065224e-10,1.50798397032685,0.501,0.111,4.22789877159577e-06,"Neutrophil 1","Nfkbie","up",18.6595002443464,"Nfkbie","18037"
"Oas2",1.39890819842832e-10,1.439474973814,0.531,0.159,4.51637511862583e-06,"Neutrophil 1","Oas2","up",17.7167713073727,"Oas2","246728"
"Adam17",1.40264313282261e-10,1.24885027294759,0.845,0.683,4.52843335431779e-06,"Neutrophil 1","Adam17","up",15.3672705991932,"Adam17","11491"
"Gm21188",1.48180400390128e-10,1.66638652870636,0.672,0.444,4.78400422659529e-06,"Neutrophil 1","Gm21188","up",20.4136226745278,"Gm21188","100861753"
"Trem1",1.50131262576983e-10,0.948885548239018,0.944,0.889,4.8469878122979e-06,"Neutrophil 1","Trem1","up",11.6116577429694,"Trem1","58217"
"Trim30b",1.67045929955226e-10,1.53813938891991,0.585,0.238,5.39307784860447e-06,"Neutrophil 1","Trim30b","up",18.6582372861004,"Trim30b","244183"
"Birc6",1.84065153352964e-10,-0.517158100867469,0.194,0.556,5.94254347600046e-06,"Neutrophil 1","Birc6","down",6.22315649404137,"Birc6","12211"
"Rab14",1.9277290516599e-10,-0.530703903897875,0.297,0.778,6.22367324328397e-06,"Neutrophil 1","Rab14","down",6.36162744592834,"Rab14","68365"
"Hdc",1.9401868077965e-10,1.04931943202407,0.962,1,6.26389310897101e-06,"Neutrophil 1","Hdc","up",12.5715904103045,"Hdc","15186"
"Rpl9",2.03233423414842e-10,-0.661691425407004,0.487,0.873,6.56139107494817e-06,"Neutrophil 1","Rpl9","down",7.89682922106782,"Rpl9","20005"
"Il1rap",2.04657033143645e-10,1.50399570267404,0.749,0.429,6.60735231504258e-06,"Neutrophil 1","Il1rap","up",17.9386493672943,"Il1rap","16180"
"Cstdc6",2.09462903117937e-10,-0.749793128766025,0.051,0.238,6.7625098271626e-06,"Neutrophil 1","Cstdc6","down",8.92562472619431,"Cstdc6","100038854"
"Picalm",2.10993084225957e-10,1.23740004762924,0.945,0.937,6.81191172423502e-06,"Neutrophil 1","Picalm","up",14.7211476035723,"Picalm","233489"
"Ube2q2",2.18360758967893e-10,-0.857419515869829,0.046,0.222,7.04977710327841e-06,"Neutrophil 1","Ube2q2","down",10.1711514894874,"Ube2q2","109161"
"Sbno1",2.35353189822597e-10,-0.95879789671168,0.453,0.857,7.59837773342254e-06,"Neutrophil 1","Sbno1","down",11.3019028743842,"Sbno1","243272"
"Il13ra1",2.49067473268906e-10,1.4298126670138,0.441,0.032,8.04114337448662e-06,"Neutrophil 1","Il13ra1","up",16.773045570117,"Il13ra1","16164"
"Lpp",2.58935840992535e-10,1.70287624926307,0.63,0.302,8.359743626444e-06,"Neutrophil 1","Lpp","up",19.9101701011846,"Lpp","210126"
"Txnl1",2.6480424216991e-10,-0.592821293572063,0.133,0.429,8.54920495845554e-06,"Neutrophil 1","Txnl1","down",6.91803020868006,"Txnl1","53382"
"Cox4i1",2.67337244554957e-10,-0.533708040451263,0.394,0.889,8.63098294045677e-06,"Neutrophil 1","Cox4i1","down",6.22311696135592,"Cox4i1","12857"
"Gpx4",2.68521540352512e-10,-0.531469625254686,0.33,0.81,8.66921793028086e-06,"Neutrophil 1","Gpx4","down",6.1946675050138,"Gpx4","625249"
"Oscp1",2.68580866421329e-10,-0.611144402901208,0.039,0.206,8.6711332724126e-06,"Neutrophil 1","Oscp1","down",7.12320034958607,"Oscp1","230751"
"Ugp2",2.69067255715322e-10,-0.557956498963671,0.241,0.635,8.68683635076919e-06,"Neutrophil 1","Ugp2","down",6.50225862352568,"Ugp2","216558"
"Tmem131l",2.78995648388407e-10,-0.671956562488794,0.344,0.778,9.00737450821971e-06,"Neutrophil 1","Tmem131l","down",7.80643314065231,"Tmem131l","229473"
"Fam107b",2.89403388103954e-10,-1.04149098329664,0.536,0.889,9.34338838493616e-06,"Neutrophil 1","Fam107b","down",12.0613420943468,"Fam107b","66540"
"Iqgap1",2.95468106452677e-10,-0.680573044383194,0.891,1,9.53918781682467e-06,"Neutrophil 1","Iqgap1","down",7.86749395487138,"Iqgap1","29875"
"Ifi47",3.01574390086652e-10,1.94972072655341,0.438,0.032,9.73632918394757e-06,"Neutrophil 1","Ifi47","up",22.4990877472781,"Ifi47","15953"
"Cxcl10",3.1331131963313e-10,4.77349217519006,0.462,0.063,1.01152559543556e-05,"Neutrophil 1","Cxcl10","up",54.9021569194653,"Cxcl10","15945"
"Metrnl",3.31943893707773e-10,1.58212953982229,0.548,0.175,1.07168086083554e-05,"Neutrophil 1","Metrnl","up",18.1054113075178,"Metrnl","210029"
"Abracl",4.01249489788038e-10,-0.54778373248479,0.228,0.603,1.29543397778068e-05,"Neutrophil 1","Abracl","down",6.16480178811909,"Abracl","73112"
"Rac2",4.23555990591244e-10,-0.612661086146459,0.787,0.984,1.36745051562383e-05,"Neutrophil 1","Rac2","down",6.86179031644914,"Rac2","19354"
"Rnf213",4.50461742057632e-10,2.11387125159008,0.598,0.333,1.45431573423307e-05,"Neutrophil 1","Rnf213","up",23.5451223269576,"Rnf213","672511"
"Alcam",4.65786612793137e-10,1.45817161835936,0.838,0.619,1.50379207940264e-05,"Neutrophil 1","Alcam","up",16.192901761175,"Alcam","11658"
"Stx11",4.80328294245351e-10,-0.814599646885764,0.556,0.968,1.55073989797112e-05,"Neutrophil 1","Stx11","down",9.02103394716804,"Stx11","74732"
"Grk2",4.98577633749403e-10,-0.5089419534942,0.368,0.825,1.60965789055995e-05,"Neutrophil 1","Grk2","down",5.6171433799339,"Grk2","110355"
"Rigi",6.17673641541266e-10,1.52772785956637,0.651,0.381,1.99415935171598e-05,"Neutrophil 1","Rigi","up",16.5341447071417,"Rigi","230073"
"Relb",6.74210257129155e-10,1.25469124463134,0.617,0.27,2.17668781514148e-05,"Neutrophil 1","Relb","up",13.469262447208,"Relb","19698"
"Gnaq",6.75867088402721e-10,-0.732750718500534,0.502,0.905,2.18203689490818e-05,"Neutrophil 1","Gnaq","down",7.86436921309627,"Gnaq","14682"
"Atp8b4",7.35185205167964e-10,-0.624362615361616,0.616,0.984,2.37354543488477e-05,"Neutrophil 1","Atp8b4","down",6.64855069849506,"Atp8b4","241633"
"Tpm3",7.48565153506101e-10,-0.689318754456743,0.648,0.921,2.41674259809445e-05,"Neutrophil 1","Tpm3","down",7.32780637303919,"Tpm3","59069"
"Itgb2",8.2914695552152e-10,-0.658256209106379,0.619,0.952,2.67690094590123e-05,"Neutrophil 1","Itgb2","down",6.93029627013548,"Itgb2","16414"
"Ifit3",8.30282798609688e-10,2.5744314167416,0.436,0.048,2.68056801531138e-05,"Neutrophil 1","Ifit3","up",27.1007737059966,"Ifit3","15959"
"Cdk14",8.86066448881293e-10,2.06679299816691,0.501,0.143,2.86066553021326e-05,"Neutrophil 1","Cdk14","up",21.6225220701777,"Cdk14","18647"
"Traf1",8.9488295923038e-10,2.22090217143751,0.517,0.159,2.88912963387528e-05,"Neutrophil 1","Traf1","up",23.2128032529139,"Traf1","22029"
"Treml4",9.63395113707029e-10,1.50770198231642,0.615,0.286,3.11032112460314e-05,"Neutrophil 1","Treml4","up",15.6472319418528,"Treml4","224840"
"Stk4",9.83673749402313e-10,-0.582540237179851,0.423,0.889,3.17579069994537e-05,"Neutrophil 1","Stk4","down",6.03358409145402,"Stk4","58231"
"Fyb",1.05160966102401e-09,1.52101714699783,0.835,0.841,3.395121790616e-05,"Neutrophil 1","Fyb","up",15.6521575017231,"Fyb","23880"
"Irgm1",1.05292471506478e-09,1.56443203987486,0.48,0.111,3.39936744258665e-05,"Neutrophil 1","Irgm1","up",16.0969670591172,"Irgm1","15944"
"Fgr",1.05539771711514e-09,0.962288216449877,0.89,0.905,3.40735152970624e-05,"Neutrophil 1","Fgr","up",9.89904940692022,"Fgr","14191"
"Klf6",1.11394816041225e-09,1.02367473739459,0.92,0.873,3.59638163589096e-05,"Neutrophil 1","Klf6","up",10.47526074819,"Klf6","23849"
"Chmp4b",1.14980937954845e-09,1.21355655049324,0.762,0.714,3.71215958187218e-05,"Neutrophil 1","Chmp4b","up",12.3798685888154,"Chmp4b","75608"
"Oser1",1.17944848891111e-09,1.21484192359123,0.683,0.508,3.80784944644952e-05,"Neutrophil 1","Oser1","up",12.3620624116623,"Oser1","66680"
"Abtb2",1.22027755636223e-09,1.32914559613121,0.842,0.73,3.93966609071545e-05,"Neutrophil 1","Abtb2","up",13.4799680083994,"Abtb2","99382"
"Mrpl33",1.24055567940613e-09,-0.612037522934816,0.532,0.937,4.0051340109627e-05,"Neutrophil 1","Mrpl33","down",6.19709316833516,"Mrpl33","66845"
"Gbp3",1.32521212976095e-09,1.64005516754958,0.405,0.016,4.27844736093322e-05,"Neutrophil 1","Gbp3","up",16.4978648200981,"Gbp3","55932"
"Kmt5a",1.46472651020105e-09,-0.530631828942895,0.32,0.746,4.7288695381841e-05,"Neutrophil 1","Kmt5a","down",5.28468935896161,"Kmt5a","67956"
"Bri3",1.59092624694955e-09,1.38447897749172,0.717,0.603,5.13630538827663e-05,"Neutrophil 1","Bri3","up",13.6739332179768,"Bri3","55950"
"Rab11fip1",1.62397825839062e-09,1.46268419257135,0.809,0.714,5.24301380721412e-05,"Neutrophil 1","Rab11fip1","up",14.4162577875383,"Rab11fip1","75767"
"Pmaip1",1.77272888892854e-09,1.58157935308449,0.425,0.048,5.7232552179058e-05,"Neutrophil 1","Pmaip1","up",15.4494803425982,"Pmaip1","58801"
"Rpl7",1.82908635417128e-09,-0.559426080166776,0.293,0.73,5.90520529444199e-05,"Neutrophil 1","Rpl7","down",5.44718279005707,"Rpl7","19989"
"Tgif1",1.88487376955378e-09,1.41655171425181,0.449,0.079,6.08531496500438e-05,"Neutrophil 1","Tgif1","up",13.7505340384,"Tgif1","21815"
"Ikbke",2.52430884979507e-09,1.66442276207263,0.447,0.063,8.1497311215634e-05,"Neutrophil 1","Ikbke","up",15.6704413208282,"Ikbke","56489"
"Nudt4",2.59571299567011e-09,-0.586155606909418,0.456,0.873,8.38025940652095e-05,"Neutrophil 1","Nudt4","down",5.50226999428591,"Nudt4","71207"
"Pde1a",2.59872604604228e-09,1.76970137861454,0.43,0.048,8.38998703964749e-05,"Neutrophil 1","Pde1a","up",16.6102162595106,"Pde1a","18573"
"S100a11",2.77152269564269e-09,-0.584293683813968,0.962,0.984,8.94786102288241e-05,"Neutrophil 1","S100a11","down",5.44649997350097,"S100a11","20195"
"Fam172a",3.01130164132382e-09,-0.52533116650635,0.126,0.397,9.72198734901396e-05,"Neutrophil 1","Fam172a","down",4.8532905824962,"Fam172a","68675"
"Map2k4",3.0427713680525e-09,-0.596617053808101,0.327,0.746,9.82358736175749e-05,"Neutrophil 1","Map2k4","down",5.50566516049733,"Map2k4","26398"
"Npepps",3.3033465323994e-09,-0.661967860993598,0.54,0.857,0.000106648542798515,"Neutrophil 1","Npepps","down",6.0543393736234,"Npepps","19155"
"Il1a",3.40885508453142e-09,2.62117119662429,0.437,0.063,0.000110054886404097,"Neutrophil 1","Il1a","up",23.8907470435266,"Il1a","16175"
"Bcl6",3.50600384593088e-09,1.27349621361615,0.675,0.46,0.000113191334165878,"Neutrophil 1","Bcl6","up",11.5715354081109,"Bcl6","12053"
"Wdfy2",3.78119777834403e-09,-0.526367735187353,0.25,0.619,0.000122075970273837,"Neutrophil 1","Wdfy2","down",4.74302965479607,"Wdfy2","268752"
"Gm10634",4.16063571804188e-09,1.58819465668499,0.401,0.032,0.000134326124156982,"Neutrophil 1","Gm10634","up",14.1591364555472,"Gm10634","100039674"
"Lyn",4.25393361677037e-09,0.807108424239159,0.98,1,0.000137338246817431,"Neutrophil 1","Lyn","up",7.17766664580936,"Lyn","17096"
"Kpna4",4.64849688353462e-09,1.25801958687174,0.885,0.873,0.000150076721884915,"Neutrophil 1","Kpna4","up",11.0760622555152,"Kpna4","16649"
"Sqstm1",4.79846760766454e-09,2.05586620098078,0.692,0.603,0.00015491852671345,"Neutrophil 1","Sqstm1","up",18.0353148878627,"Sqstm1","18412"
"Stfa3",4.82301338375296e-09,-0.942381984582283,0.028,0.159,0.000155710987094464,"Neutrophil 1","Stfa3","down",8.26234245193123,"Stfa3","20863"
"Atf3",5.25846395669801e-09,1.71387099738022,0.463,0.095,0.000169769508841995,"Neutrophil 1","Atf3","up",14.8782321646525,"Atf3","11910"
"Isy1",5.34327512475367e-09,-0.802172742410936,0.105,0.349,0.000172507637402672,"Neutrophil 1","Isy1","down",6.95088220115346,"Isy1","57905"
"Plekhm3",6.54649370065821e-09,1.78721826004275,0.6,0.317,0.00021135354912575,"Neutrophil 1","Plekhm3","up",15.1234020238358,"Plekhm3","241075"
"Vav3",6.61395150238521e-09,-0.611743185211326,0.647,1,0.000213531424254507,"Neutrophil 1","Vav3","down",5.17028612018481,"Vav3","57257"
"Cdc42ep2",6.78574605041973e-09,1.39187256187148,0.51,0.159,0.000219077811237801,"Neutrophil 1","Cdc42ep2","up",11.7280345512822,"Cdc42ep2","104252"
"Mpeg1",6.85054403943407e-09,1.38236149670826,0.648,0.429,0.000221169814313129,"Neutrophil 1","Mpeg1","up",11.6347557955117,"Mpeg1","17476"
"Gbp7",7.64212153938731e-09,1.74451295759417,0.532,0.222,0.000246725893899119,"Neutrophil 1","Gbp7","up",14.4920748755596,"Gbp7","229900"
"Suco",7.70107892291282e-09,-0.797092835685933,0.469,0.857,0.00024862933302624,"Neutrophil 1","Suco","down",6.61550976638283,"Suco","226551"
"Rbpj",7.70497797533927e-09,1.61861845346979,0.63,0.46,0.000248755213933828,"Neutrophil 1","Rbpj","up",13.4329812674,"Rbpj","19664"
"Arhgap26",8.91149781614741e-09,1.46685181900384,0.72,0.587,0.000287707706994319,"Neutrophil 1","Arhgap26","up",11.960072384256,"Arhgap26","71302"
"Il10ra",9.64819030583817e-09,1.16199388397319,0.533,0.206,0.000311491824023985,"Neutrophil 1","Il10ra","up",9.38209835523969,"Il10ra","16154"
"Cdc42bpg",1.01169885526267e-08,1.31144998000622,0.416,0.063,0.000326626975421553,"Neutrophil 1","Cdc42bpg","up",10.5266047824776,"Cdc42bpg","240505"
"Ostf1",1.01740993133603e-08,-0.531483905106207,0.713,0.952,0.000328470796331837,"Neutrophil 1","Ostf1","down",4.26306568652981,"Ostf1","20409"
"Morrbid",1.08395502477492e-08,1.14051588538895,0.887,0.889,0.000349954879748585,"Neutrophil 1","Morrbid","up",9.07589047697001,"Morrbid","100043424"
"Nckap1l",1.09439678038487e-08,-0.554780101922897,0.314,0.714,0.000353326000547255,"Neutrophil 1","Nckap1l","down",4.40945849798944,"Nckap1l","105855"
"Smchd1",1.12017233531453e-08,1.61368253338827,0.619,0.333,0.000361647638456295,"Neutrophil 1","Smchd1","up",12.7881762019276,"Smchd1","74355"
"Rps13",1.16338742096945e-08,-0.531709082181925,0.456,0.889,0.000375599628859986,"Neutrophil 1","Rps13","down",4.1935825119477,"Rps13","68052"
"Arpc1b",1.31625941100093e-08,-0.504964966259057,0.875,1,0.00042495435084165,"Neutrophil 1","Arpc1b","down",3.92031006086255,"Arpc1b","11867"
"ENSMUSG00000097742",1.3326091878196e-08,1.49230189858964,0.385,0.032,0.000430232876287558,"Neutrophil 1","ENSMUSG00000097742","up",11.5671064847783,"Gm26535","102633435"
"ENSMUSG00000115961",1.38525064841064e-08,1.72109622238154,0.371,0.016,0.000447228171839375,"Neutrophil 1","ENSMUSG00000115961","up",13.273854175461,"Gm41409","105246058"
"ENSMUSG00000118107",1.41112949080777e-08,1.28255948257804,0.456,0.111,0.000455583156107287,"Neutrophil 1","ENSMUSG00000118107","up",9.86792582694205,"Gm34455","102637715"
"Chst11",1.41204027898267e-08,1.5864076884806,0.724,0.587,0.000455877204069555,"Neutrophil 1","Chst11","up",12.204689763939,"Chst11","58250"
"Ubc",1.4503081901519e-08,1.13357825238438,0.77,0.841,0.000468231999190541,"Neutrophil 1","Ubc","up",8.69063056479244,"Ubc","22190"
"Anxa11",1.68202049582445e-08,-0.518544673066539,0.449,0.857,0.000543040317076923,"Neutrophil 1","Anxa11","down",3.89858841208756,"Anxa11","11744"
"Gpr132",2.03738026478446e-08,1.27252406465312,0.503,0.175,0.000657768218485662,"Neutrophil 1","Gpr132","up",9.32334854243175,"Gpr132","56696"
"Herc4",2.19093775596118e-08,-0.565150838529572,0.452,0.841,0.000707344254512067,"Neutrophil 1","Herc4","down",4.09960027617053,"Herc4","67345"
"Ywhaz",2.22593586452313e-08,-0.583199931554481,0.567,0.937,0.000718643393861293,"Neutrophil 1","Ywhaz","down",4.22128584263027,"Ywhaz","22631"
"Arhgap24",2.46439827774963e-08,-0.611284168448317,0.302,0.667,0.000795630983971468,"Neutrophil 1","Arhgap24","down",4.36235309892434,"Arhgap24","231532"
"Arpc4",2.66232349338316e-08,-0.518120875422457,0.412,0.81,0.000859531139838755,"Neutrophil 1","Arpc4","down",3.6574792494102,"Arpc4","68089"
"Egr3",2.69297196396026e-08,1.38243174502517,0.438,0.095,0.000869425998564571,"Neutrophil 1","Egr3","up",9.74293287773986,"Egr3","13655"
"Stfa2l1",2.94996818476564e-08,1.5915045391227,0.54,0.159,0.000952397228451586,"Neutrophil 1","Stfa2l1","up",11.0713464510092,"Stfa2l1","268885"
"Asprv1",3.0848759527791e-08,1.84001741879766,0.561,0.238,0.000995952201354733,"Neutrophil 1","Asprv1","up",12.717853172978,"Asprv1","67855"
"Eif4g2",3.1962179407243e-08,-0.637510750617008,0.491,0.841,0.00103189896216284,"Neutrophil 1","Eif4g2","down",4.38374993257179,"Eif4g2","13690"
"Ubash3b",3.31778522227391e-08,1.84092205708975,0.534,0.254,0.00107114695901113,"Neutrophil 1","Ubash3b","up",12.5901124874977,"Ubash3b","72828"
"Ell2",3.42527333363177e-08,1.31257281995689,0.71,0.524,0.00110584949576302,"Neutrophil 1","Ell2","up",8.93486886845809,"Ell2","192657"
"Il36g",3.66672257693951e-08,1.54177122186965,0.804,0.683,0.00118380138396492,"Neutrophil 1","Il36g","up",10.3900340477834,"Il36g","215257"
"Tgm2",3.67599529246097e-08,1.54489762633346,0.469,0.143,0.00118679508017102,"Neutrophil 1","Tgm2","up",10.4072010291128,"Tgm2","21817"
"Dhrs9",3.70797878301664e-08,-0.694215796358591,0.526,0.841,0.00119712095009692,"Neutrophil 1","Dhrs9","down",4.67056989679758,"Dhrs9","241452"
"Dmxl2",4.0119027876777e-08,-0.51901833092426,0.378,0.746,0.00129524281500175,"Neutrophil 1","Dmxl2","down",3.45098251798965,"Dmxl2","235380"
"Ctss",4.82853261774543e-08,1.27304119983539,0.654,0.508,0.00155889175563911,"Neutrophil 1","Ctss","up",8.22865840355583,"Ctss","13040"
"COX2",5.16579956947433e-08,-0.962722666233728,0.628,0.952,0.00166777839100479,"Neutrophil 1","COX2","down",6.15782721812733,"COX2","17709"
"Wipf1",5.23022205598457e-08,-0.515576703985288,0.475,0.905,0.00168857719077462,"Neutrophil 1","Wipf1","down",3.29137413954634,"Wipf1","215280"
"Trim30c",5.39153542540261e-08,2.15011797078591,0.384,0.048,0.00174065721209123,"Neutrophil 1","Trim30c","up",13.6607584637946,"Trim30c","434219"
"Txnip",5.58492403831297e-08,1.26571051422012,0.711,0.571,0.00180309272576934,"Neutrophil 1","Txnip","up",7.99707787079055,"Txnip","56338"
"Msn",5.61128167036283e-08,0.862199653439627,0.908,0.921,0.00181160228727664,"Neutrophil 1","Msn","up",5.44353508985104,"Msn","17698"
"Cdkn1a",5.74670681712789e-08,1.58587508681628,0.419,0.079,0.00185532429590974,"Neutrophil 1","Cdkn1a","up",9.97467183419282,"Cdkn1a","12575"
"Oas3",5.77539550680845e-08,1.10808721838114,0.607,0.349,0.00186458643937311,"Neutrophil 1","Oas3","up",6.9640134694275,"Oas3","246727"
"Stat2",6.12056301812228e-08,1.45844222422891,0.45,0.143,0.00197602377040078,"Neutrophil 1","Stat2","up",9.08123647569584,"Stat2","20847"
"Hpcal1",6.39513639490057e-08,-0.618699966283637,0.45,0.857,0.00206466978509365,"Neutrophil 1","Hpcal1","down",3.82528885601845,"Hpcal1","53602"
"Nfkb2",6.94816244215945e-08,1.1093593938241,0.508,0.206,0.00224321424445118,"Neutrophil 1","Nfkb2","up",6.76692091859868,"Nfkb2","18034"
"Zc3hav1",7.44655115546899e-08,1.18957869439252,0.751,0.683,0.00240411904054316,"Neutrophil 1","Zc3hav1","up",7.17383966385479,"Zc3hav1","78781"
"Btg2",7.74275436141986e-08,0.586624559530889,0.962,0.905,0.0024997482455844,"Neutrophil 1","Btg2","up",3.51479932799605,"Btg2","12227"
"Jak2",7.83988989239645e-08,1.5481421779689,0.542,0.317,0.00253110845176019,"Neutrophil 1","Jak2","up",9.25649372100051,"Jak2","16452"
"St3gal1",7.98611687875462e-08,1.62308238940578,0.538,0.27,0.00257831783430593,"Neutrophil 1","St3gal1","up",9.67457425980804,"St3gal1","20442"
"Cmpk2",8.60766927508189e-08,1.90755137412829,0.524,0.238,0.00277898602546019,"Neutrophil 1","Cmpk2","up",11.2272162878255,"Cmpk2","22169"
"Zfp263",9.17385513636533e-08,1.21760987547392,0.388,0.063,0.00296177913077555,"Neutrophil 1","Zfp263","up",7.08888224123214,"Zfp263","74120"
"Rps24",9.36734127963598e-08,-0.615914709670836,0.473,0.825,0.00302424613213048,"Neutrophil 1","Rps24","down",3.57297877637505,"Rps24","20088"
"Dapp1",9.38271900438497e-08,1.9082195990082,0.566,0.333,0.00302921083056569,"Neutrophil 1","Dapp1","up",11.0666301554731,"Dapp1","26377"
"Aff4",1.08663771637145e-07,-0.52859143415949,0.394,0.81,0.00350820986730523,"Neutrophil 1","Aff4","down",2.98794204306025,"Aff4","93736"
"ENSMUSG00000097125",1.13333295123242e-07,1.3467567485325,0.383,0.063,0.00365896543305387,"Neutrophil 1","ENSMUSG00000097125","up",7.55607952904011,"Gm26885","102640282"
"Themis2",1.18860776034601e-07,0.98325134338318,0.729,0.683,0.0038374201542771,"Neutrophil 1","Themis2","up",5.4697829503709,"Themis2","230787"
"Mrps28",1.18945314127722e-07,1.55050791686701,0.352,0.032,0.00384014946661351,"Neutrophil 1","Mrps28","up",8.62430334133193,"Mrps28","66230"
"Egr1",1.22951695508549e-07,1.17613498542333,0.687,0.397,0.00396949548949349,"Neutrophil 1","Egr1","up",6.50298708725532,"Egr1","13653"
"ENSMUSG00000097636",1.32752526936158e-07,1.18489676703891,0.793,0.73,0.00428591533213386,"Neutrophil 1","ENSMUSG00000097636","up",6.46055617734449,"Mirt1","381232"
"Ptprj",1.41220072856003e-07,1.3088462693013,0.823,0.857,0.00455929005215606,"Neutrophil 1","Ptprj","up",7.05545146156793,"Ptprj","19271"
"Prr5l",1.42825876282555e-07,1.20364292932413,0.358,0.032,0.00461113341578228,"Neutrophil 1","Prr5l","up",6.47473425297698,"Prr5l","72446"
"Sat1",1.45148748555045e-07,1.11374293469765,0.837,0.81,0.00468612734709963,"Neutrophil 1","Sat1","up",5.9731690427333,"Sat1","20229"
"Jund",1.53827879582092e-07,0.980719259601613,0.794,0.667,0.00496633309230785,"Neutrophil 1","Jund","up",5.20278777425161,"Jund","16478"
"Dhx40",1.5691644627705e-07,2.02351658957294,0.658,0.508,0.00506604746805457,"Neutrophil 1","Dhx40","up",10.6946784615563,"Dhx40","67487"
"Itgb1",1.67590148127078e-07,1.26556385816465,0.45,0.143,0.00541064793228272,"Neutrophil 1","Itgb1","up",6.60546682459555,"Itgb1","16412"
"Csf2rb",1.70158492482495e-07,1.12573632297823,0.667,0.524,0.00549356692979736,"Neutrophil 1","Csf2rb","up",5.85853166599159,"Csf2rb","12983"
"Celf2",1.80793094219786e-07,-0.574334420396848,0.714,1,0.0058369050468858,"Neutrophil 1","Celf2","down",2.95412043868158,"Celf2","14007"
"Hdac8",1.87961807407816e-07,-0.593446036229154,0.023,0.127,0.00606834695216134,"Neutrophil 1","Hdac8","down",3.02934560910611,"Hdac8","70315"
"Lamp2",1.89935289739062e-07,1.11692073789971,0.83,0.857,0.0061320608292256,"Neutrophil 1","Lamp2","up",5.68984487370426,"Lamp2","16784"
"Dclre1c",1.95670996487639e-07,1.34390239894536,0.645,0.429,0.00631723812160342,"Neutrophil 1","Dclre1c","up",6.8061576458013,"Dclre1c","227525"
"Cstb",1.98453413400226e-07,1.54894364665744,0.588,0.397,0.00640706845162631,"Neutrophil 1","Cstb","up",7.82271289362622,"Cstb","13014"
"4930599N23Rik",2.02148876311046e-07,1.46601555390372,0.344,0.032,0.00652637647170211,"Neutrophil 1","4930599N23Rik","up",7.37684864208287,"4930599N23Rik","75379"
"Tpd52",2.19453418976559e-07,0.968250253650413,0.861,0.81,0.00708505363165822,"Neutrophil 1","Tpd52","up",4.79261396283485,"Tpd52","21985"
"Fap",2.25530737615744e-07,1.81819344094094,0.343,0.032,0.0072812598639243,"Neutrophil 1","Fap","up",8.94996880067574,"Fap","14089"
"Nmi",2.57902825547177e-07,1.24318003997518,0.4,0.095,0.0083263927227906,"Neutrophil 1","Nmi","up",5.95275001901447,"Nmi","64685"
"Retreg1",2.98995299511062e-07,1.0081028147692,0.829,0.714,0.00965306324471462,"Neutrophil 1","Retreg1","up",4.67808092903009,"Retreg1","66270"
"Tlr2",3.08303221798736e-07,1.02292495217195,0.7,0.603,0.00995356951577219,"Neutrophil 1","Tlr2","up",4.71550404263654,"Tlr2","24088"
"Psmb8",3.0918357025488e-07,1.30359916894502,0.572,0.429,0.0099819915656788,"Neutrophil 1","Psmb8","up",6.00564572165736,"Psmb8","16913"
"Rasip1",3.31377844835258e-07,1.18672755691493,0.359,0.048,0.0106985337205063,"Neutrophil 1","Rasip1","up",5.38495261629588,"Rasip1","69903"
"Plcl2",3.47586433376419e-07,-0.577165063945463,0.493,0.873,0.0112218280015577,"Neutrophil 1","Plcl2","down",2.59141022811725,"Plcl2","224860"
"Adgre1",3.5138876388469e-07,2.07913784009837,0.395,0.095,0.0113445862420172,"Neutrophil 1","Adgre1","up",9.31248880759893,"Adgre1","13733"
"Batf",3.57647042412371e-07,1.54863999279389,0.414,0.127,0.0115466347642834,"Neutrophil 1","Batf","up",6.90904244920109,"Batf","53314"
"Elmo1",3.58931192197665e-07,-0.505545866186455,0.767,1,0.0115880935401016,"Neutrophil 1","Elmo1","down",2.25361079891276,"Elmo1","140580"
"Klf10",3.68919900958153e-07,1.23632697693865,0.378,0.079,0.011910579002434,"Neutrophil 1","Klf10","up",5.47733437170941,"Klf10","21847"
"Tor1aip1",3.90678248622283e-07,1.25282698034266,0.739,0.762,0.0126130472567704,"Neutrophil 1","Tor1aip1","up",5.47864183174989,"Tor1aip1","208263"
