"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","regulation","rank","gene_SYMBOL","ENTREZID"
"Ifi205",1.45729077402097e-119,-0.869806479546178,0.311,0.538,4.7048632639267e-115,"M2-like 1","Ifi205","down",228.975415409941,"Ifi205","226695"
"Marcksl1",2.1449785787537e-119,-0.684209402094273,0.787,0.868,6.92506334150632e-115,"M2-like 1","Marcksl1","down",179.852746613225,"Marcksl1","17357"
"Cxcl10",2.66948325866261e-119,-1.94935942488168,0.19,0.421,8.61842670059224e-115,"M2-like 1","Cxcl10","down",511.986354313846,"Cxcl10","15945"
"Slco3a1",3.1456729083438e-119,-0.824958495737988,0.201,0.431,1.0155804984588e-114,"M2-like 1","Slco3a1","down",216.534479184775,"Slco3a1","108116"
"Gbp2",9.9657977541543e-119,-0.794868968130284,0.419,0.628,3.21745780492872e-114,"M2-like 1","Gbp2","down",207.720014650177,"Gbp2","14469"
"Parp14",4.00778187474997e-118,-0.672546251054382,0.871,0.906,1.29391237826303e-113,"M2-like 1","Parp14","down",174.817936523754,"Parp14","547253"
"Ifit2",5.58451937822202e-118,-1.20716401653954,0.477,0.671,1.80296208125898e-113,"M2-like 1","Ifit2","down",313.38301944044,"Ifit2","15958"
"Ptgs2",1.27204159327758e-115,-1.28632393737415,0.255,0.481,4.10678628389665e-111,"M2-like 1","Ptgs2","down",326.950492176904,"Ptgs2","19225"
"Ifi204",1.73959706158906e-115,-0.784410956658612,0.857,0.892,5.61628911334027e-111,"M2-like 1","Ifi204","down",199.131564935476,"Ifi204","15951"
"Frmd4b",2.72875651365829e-115,0.570302890915885,0.903,0.719,8.80979040434578e-111,"M2-like 1","Frmd4b","up",144.52107246842,"Frmd4b","232288"
"Apoe",9.1443763069828e-115,1.16626118674715,0.991,0.979,2.9522618907094e-110,"M2-like 1","Apoe","up",294.13315728426,"Apoe","11816"
"Ccl9",2.29666466300699e-114,0.929024793065106,0.896,0.827,7.41478186451807e-110,"M2-like 1","Ccl9","up",233.446171883923,"Ccl9","20308"
"Lmna",3.70769370087253e-114,0.526764804828466,0.858,0.66,1.1970289113267e-109,"M2-like 1","Lmna","up",132.113631053944,"Lmna","16905"
"Samd9l",4.20894369403019e-114,-0.698252388018668,0.753,0.845,1.35885747161765e-109,"M2-like 1","Samd9l","down",175.0345087567,"Samd9l","209086"
"Mir155hg",6.37543132548104e-114,-1.05740166612055,0.2,0.431,2.05830800343156e-109,"M2-like 1","Mir155hg","down",264.625225546462,"Mir155hg","100653389"
