"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","regulation","rank","gene_SYMBOL","ENTREZID"
"Abca1",1.54373590787296e-273,0.837390899980399,0.976,0.843,4.98395137856786e-269,"M2-like 1","Abca1","up",517.331026543449,"Abca1","11303"
"ND1",1.0499538534585e-272,0.901821580721665,0.972,0.877,3.38977601589076e-268,"M2-like 1","ND1","up",555.406697604718,"ND1","17716"
"Gda",1.73849370327477e-272,1.00840395111885,0.878,0.648,5.61272692102261e-268,"M2-like 1","Gda","up",620.539288883183,"Gda","14544"
"Pmp22",1.04292925188521e-271,0.820513466688959,0.638,0.237,3.36709708971141e-267,"M2-like 1","Pmp22","up",503.447509384104,"Pmp22","18858"
"Ccl5",5.40625635934809e-268,-3.45617839055867,0.277,0.604,1.74540986561553e-263,"M2-like 1","Ccl5","down",2091.06703838192,"Ccl5","20304"
"Rasal2",1.83904060935282e-267,0.779670122400587,0.696,0.32,5.93734260729558e-263,"M2-like 1","Rasal2","up",470.763742242834,"Rasal2","226525"
"Pld3",1.25623258711209e-266,0.72950248655456,0.783,0.486,4.05574690749137e-262,"M2-like 1","Pld3","up",439.070884455377,"Pld3","18807"
"Fcer1g",1.82579042617611e-261,-0.704936835094883,0.976,0.969,5.89456439090959e-257,"M2-like 1","Fcer1g","down",415.905921791596,"Fcer1g","14127"
"Aplp2",6.81509533348921e-257,0.688130504895212,0.902,0.701,2.20025352841699e-252,"M2-like 1","Aplp2","up",398.746077879561,"Aplp2","11804"
"Zdhhc14",7.51350879112166e-256,1.04386829056472,0.676,0.326,2.42573631321363e-251,"M2-like 1","Zdhhc14","up",602.377478445565,"Zdhhc14","224454"
"Aif1",4.87327171614957e-254,-0.991546488109535,0.885,0.919,1.57333577355889e-249,"M2-like 1","Aif1","down",568.047553523658,"Aif1","11629"
"Bcl2a1a",1.32295075105294e-249,-1.08470815208,0.279,0.626,4.27114649977442e-245,"M2-like 1","Bcl2a1a","down",610.34517264265,"Bcl2a1a","12044"
"Creg1",8.52317539800271e-248,0.924660586749434,0.909,0.742,2.75170717724518e-243,"M2-like 1","Creg1","up",516.437691664105,"Creg1","433375"
"Glul",3.21803738960368e-246,0.764694073108375,0.824,0.524,1.03894337123355e-241,"M2-like 1","Glul","up",424.317120268065,"Glul","14645"
"Ltc4s",9.81620052179136e-245,0.744243497141786,0.438,0.113,3.16916033846034e-240,"M2-like 1","Ltc4s","up",410.425695626048,"Ltc4s","17001"
"Il1b",2.64517879224515e-243,-1.86798574271725,0.633,0.82,8.53995973076347e-239,"M2-like 1","Il1b","down",1023.97949972452,"Il1b","16176"
"Emp1",1.00086586770464e-239,0.79646287277616,0.903,0.61,3.23129545388443e-235,"M2-like 1","Emp1","up",430.037873560658,"Emp1","13730"
"Gpr141",3.0951689920033e-232,-1.33491722093944,0.314,0.637,9.99275309068265e-228,"M2-like 1","Gpr141","down",697.744599735883,"Gpr141","353346"
"Idh1",2.74978691545805e-231,0.561513049156081,0.709,0.374,8.87768705655632e-227,"M2-like 1","Idh1","up",292.269381070835,"Idh1","15926"
"Ly6i",4.75613152897186e-230,-0.957668021071218,0.082,0.414,1.53551706412856e-225,"M2-like 1","Ly6i","down",495.739512227287,"Ly6i","57248"
"Ms4a6d",6.39776779217776e-230,-0.79125766144798,0.941,0.951,2.06551933170459e-225,"M2-like 1","Ms4a6d","down",409.362107775248,"Ms4a6d","68774"
"Rab11fip5",1.86789217660946e-229,0.513021167379517,0.611,0.276,6.03048989218363e-225,"M2-like 1","Rab11fip5","up",264.865039863301,"Rab11fip5","52055"
"Psmb8",8.27308836952636e-229,-0.77390920930849,0.842,0.89,2.67096658010159e-224,"M2-like 1","Psmb8","down",398.405845455216,"Psmb8","16913"
"Folr2",2.60247795404675e-228,0.826153249786162,0.754,0.428,8.40210007463994e-224,"M2-like 1","Folr2","up",424.354095216986,"Folr2","14276"
"Trem2",2.61565139803006e-227,0.972433214087936,0.837,0.576,8.44463053854006e-223,"M2-like 1","Trem2","up",497.24686344677,"Trem2","83433"
"ND4",1.99020342774562e-225,0.824508918190435,0.977,0.887,6.42537176647674e-221,"M2-like 1","ND4","up",418.03513322015,"ND4","17719"
"Ednrb",4.85739257182728e-225,0.803309747342502,0.277,0.034,1.56820919181444e-220,"M2-like 1","Ednrb","up",406.570154213404,"Ednrb","13618"
"Gns",8.51022531111392e-224,0.571725247989607,0.936,0.805,2.74752624169313e-219,"M2-like 1","Gns","up",287.723838038648,"Gns","75612"
"Cerk",1.70802788032504e-221,0.597087742407369,0.803,0.52,5.5143680116294e-217,"M2-like 1","Cerk","up",297.32199570076,"Cerk","223753"
"Lipa",2.23891766318989e-220,0.767460157024265,0.897,0.72,7.22834567560856e-216,"M2-like 1","Lipa","up",380.184696462986,"Lipa","16889"
"Kcnk13",2.62682618749338e-218,0.689880150357896,0.696,0.349,8.48070834632238e-214,"M2-like 1","Kcnk13","up",338.465836904864,"Kcnk13","217826"
"Ptprc",6.95262956328006e-218,-0.629226010691957,0.969,0.967,2.24465645450497e-213,"M2-like 1","Ptprc","down",308.095527836124,"Ptprc","19264"
"Fcgr3",1.21592705799945e-217,0.644065527958671,0.908,0.781,3.92562050675124e-213,"M2-like 1","Fcgr3","up",315.001565260685,"Fcgr3","14131"
"Fpr2",4.48650810045381e-216,-0.857319405430787,0.426,0.712,1.44846914023151e-211,"M2-like 1","Fpr2","down",416.20709324655,"Fpr2","14289"
"Fyb",1.06966233594911e-215,-0.683652592508661,0.954,0.954,3.45340485161171e-211,"M2-like 1","Fyb","down",331.302212483895,"Fyb","23880"
"COX2",4.29705693632607e-214,0.724101910162945,0.984,0.941,1.38730483189287e-209,"M2-like 1","COX2","up",348.22996510967,"COX2","17709"
"Aldh2",5.7296704115357e-213,0.622120709144787,0.826,0.589,1.8498240923643e-208,"M2-like 1","Aldh2","up",297.574400582535,"Aldh2","11669"
"Wfdc17",1.42829100470576e-212,1.16242184186126,0.935,0.812,4.61123750869256e-208,"M2-like 1","Wfdc17","up",554.95088516776,"Wfdc17","100034251"
"Cfh",1.87274093317806e-212,0.958733401031378,0.546,0.232,6.04614410276536e-208,"M2-like 1","Cfh","up",457.448404616219,"Cfh","12628"
"Plac8",4.24259443261352e-210,-1.38819590312252,0.717,0.844,1.36972161256928e-205,"M2-like 1","Plac8","down",654.833297634733,"Plac8","231507"
"Laptm5",9.59048568331035e-209,0.575666670183061,0.973,0.917,3.09628830285675e-204,"M2-like 1","Laptm5","up",269.755763817569,"Laptm5","16792"
"ATP6",1.13768472541103e-208,0.724908891103208,0.99,0.951,3.6730151359895e-204,"M2-like 1","ATP6","up",339.566423102611,"ATP6","17705"
"Hal",5.70198797674644e-207,1.25043882551454,0.664,0.34,1.84088681829259e-202,"M2-like 1","Hal","up",580.843766395207,"Hal","15109"
"Slc9a9",1.2030457114449e-205,1.08784365151521,0.817,0.563,3.88403307939986e-201,"M2-like 1","Slc9a9","up",501.999300832971,"Slc9a9","331004"
"Dusp3",1.77118573764391e-205,0.613880948044328,0.857,0.635,5.71827315398335e-201,"M2-like 1","Dusp3","up",283.04573322049,"Dusp3","72349"
"Klra2",1.74773403402266e-204,-0.760399027042717,0.226,0.547,5.64255932884216e-200,"M2-like 1","Klra2","down",348.860945741933,"Klra2","16633"
"Syngr1",6.03554698829646e-203,0.713775998093528,0.401,0.119,1.94857634517151e-198,"M2-like 1","Syngr1","up",324.942775370032,"Syngr1","20972"
"ND3",7.27752513035035e-203,0.753803622522172,0.922,0.716,2.34954898833361e-198,"M2-like 1","ND3","up",343.02408619863,"ND3","17718"
"Ahnak",1.36909525511647e-201,0.752478296787739,0.972,0.925,4.42012403114352e-197,"M2-like 1","Ahnak","up",340.212816887486,"Ahnak","66395"
"Igf1",4.00898367428804e-201,0.749216528365228,0.465,0.16,1.29430037924389e-196,"M2-like 1","Igf1","up",337.933147075457,"Igf1","16000"
"Tpp1",5.28642501766615e-201,0.53924542430671,0.856,0.662,1.70672231695352e-196,"M2-like 1","Tpp1","up",243.07679420098,"Tpp1","12751"
"Ifitm3",2.87309795512303e-199,-0.658838819648062,0.973,0.981,9.27579674811472e-195,"M2-like 1","Ifitm3","down",294.353823545448,"Ifitm3","66141"
"Slc15a3",3.68687985711512e-199,-0.70591318980641,0.876,0.91,1.19030916186962e-194,"M2-like 1","Slc15a3","down",315.209507126187,"Slc15a3","65221"
"ND2",9.20676195869136e-199,0.761561828801519,0.969,0.875,2.97240309836351e-194,"M2-like 1","ND2","up",339.361194211614,"ND2","17717"
"Cd36",9.85643825966939e-199,1.12399452717977,0.741,0.443,3.18215109213426e-194,"M2-like 1","Cd36","up",500.788962124678,"Cd36","12491"
"Lrp12",1.0034694383556e-198,0.601902005198355,0.593,0.268,3.23970108173106e-194,"M2-like 1","Lrp12","up",268.16300900372,"Lrp12","239393"
"Fpr1",2.54583727745693e-198,-0.976017855000062,0.279,0.573,8.21923565026969e-194,"M2-like 1","Fpr1","down",433.932688327244,"Fpr1","14293"
"Ctsl",9.99056603170735e-197,0.932411231700934,0.989,0.925,3.22545424333672e-192,"M2-like 1","Ctsl","up",411.123668553862,"Ctsl","13039"
"Man1c1",4.13782875709418e-196,0.650132004708345,0.717,0.437,1.33589801422785e-191,"M2-like 1","Man1c1","up",285.735713484115,"Man1c1","230815"
"Irf7",4.32057728167626e-195,-0.811290723664665,0.902,0.94,1.39489837538918e-190,"M2-like 1","Irf7","down",354.662510967924,"Irf7","54123"
"Myo5a",1.72256987129826e-194,0.671045138461617,0.89,0.727,5.56131682948643e-190,"M2-like 1","Myo5a","up",292.424918502584,"Myo5a","17918"
"Atp6v0a1",2.46201862384277e-194,0.560142636025575,0.773,0.485,7.94862712707639e-190,"M2-like 1","Atp6v0a1","up",243.896280645388,"Atp6v0a1","11975"
"COX3",8.63399516892911e-194,0.711961764161996,0.992,0.958,2.78748534028876e-189,"M2-like 1","COX3","up",309.10777059805,"COX3","17710"
"Bst2",3.90799340516983e-193,-0.855131909759273,0.888,0.923,1.26169567085908e-188,"M2-like 1","Bst2","down",369.975848690621,"Bst2","69550"
"Tanc2",8.61056890224643e-192,0.772856962675233,0.604,0.293,2.77992217009026e-187,"M2-like 1","Tanc2","up",331.989201597009,"Tanc2","77097"
"Clec4e",2.4516164388228e-191,-1.35079416110267,0.632,0.798,7.9150436727394e-187,"M2-like 1","Clec4e","down",578.835083356164,"Clec4e","56619"
"Lrp1",3.15044026712644e-191,0.54437561288256,0.946,0.836,1.01711964024177e-186,"M2-like 1","Lrp1","up",233.136397205387,"Lrp1","16971"
"Rapgef2",4.56174709949918e-191,-0.920184048405822,0.891,0.924,1.47276005107331e-186,"M2-like 1","Rapgef2","down",393.740947096469,"Rapgef2","76089"
"Nceh1",1.84393113778442e-190,0.570330424151278,0.803,0.537,5.95313167833699e-186,"M2-like 1","Nceh1","up",243.244163512955,"Nceh1","320024"
"Cd93",2.86138538364733e-189,0.585617984324976,0.759,0.469,9.23798271110542e-185,"M2-like 1","Cd93","up",248.158501315448,"Cd93","17064"
"Lgmn",2.10499672482449e-188,0.667957294134728,0.983,0.911,6.79598192609588e-184,"M2-like 1","Lgmn","up",281.717217881547,"Lgmn","19141"
"Sod2",2.43204311418792e-188,-1.1259505030904,0.846,0.871,7.85185119415569e-184,"M2-like 1","Sod2","down",474.717517532058,"Sod2","20656"
"Slfn2",3.27886998448565e-188,-0.624752257408197,0.955,0.965,1.05858317449119e-183,"M2-like 1","Slfn2","down",263.21820994217,"Slfn2","20556"
"Dennd4c",4.0595366470612e-188,0.637187446517284,0.834,0.582,1.31062140650371e-183,"M2-like 1","Dennd4c","up",268.321271706092,"Dennd4c","329877"
"Hck",3.33720667822091e-187,-0.677171423682931,0.813,0.877,1.07741717606362e-182,"M2-like 1","Hck","down",283.732063834141,"Hck","15162"
"Snx5",1.73655201511132e-184,0.528595831141063,0.915,0.786,5.6064581807869e-180,"M2-like 1","Snx5","up",218.173382089074,"Snx5","69178"
"Fam20c",6.36374705156308e-184,0.698043061531779,0.765,0.45,2.05453573559714e-179,"M2-like 1","Fam20c","up",287.204709208678,"Fam20c","80752"
"Ass1",2.20510493244092e-183,-0.771495492093672,0.3,0.598,7.1191812743855e-179,"M2-like 1","Ass1","down",316.467403731314,"Ass1","11898"
"Cd84",2.10550906369909e-182,0.526872708709998,0.926,0.744,6.79763601215252e-178,"M2-like 1","Cd84","up",214.934334594208,"Cd84","12523"
"Ap2a2",2.34627050308102e-181,0.665713282304906,0.845,0.642,7.57493431919707e-177,"M2-like 1","Ap2a2","up",269.968515969188,"Ap2a2","11772"
"Lmo4",4.20762200051386e-181,-0.939247990429729,0.497,0.697,1.3584307628659e-176,"M2-like 1","Lmo4","down",380.347202155783,"Lmo4","16911"
"Pltp",1.01706095974481e-180,0.820655436546608,0.944,0.818,3.28358130853612e-176,"M2-like 1","Pltp","up",331.598993826792,"Pltp","18830"
"Slfn1",3.38678618600808e-180,-0.899229822310464,0.62,0.803,1.09342392015271e-175,"M2-like 1","Slfn1","down",362.266493406811,"Slfn1","20555"
"Crip1",5.22282308663447e-180,0.908577639343723,0.975,0.911,1.68618843351994e-175,"M2-like 1","Crip1","up",365.638827311791,"Crip1","12925"
"Stat1",2.10032088875098e-179,-0.835538786966721,0.795,0.884,6.78088598933254e-175,"M2-like 1","Stat1","down",335.083040925856,"Stat1","20846"
"Sema4d",1.24978364496645e-178,-0.787197352702206,0.616,0.792,4.03492649777419e-174,"M2-like 1","Sema4d","down",314.292335858436,"Sema4d","20354"
"Cltc",1.4035228029157e-178,0.546920500693053,0.963,0.896,4.53127336921333e-174,"M2-like 1","Cltc","up",218.297194083426,"Cltc","67300"
"Cotl1",3.28293740523606e-178,0.54336199743895,0.946,0.875,1.05989634128046e-173,"M2-like 1","Cotl1","up",216.415133752952,"Cotl1","72042"
"Adam15",8.70693693002096e-178,0.669744611196703,0.815,0.593,2.81103458785727e-173,"M2-like 1","Adam15","up",266.098688427079,"Adam15","11490"
"Mt1",1.41163386441033e-177,0.734458903800242,0.821,0.576,4.55745993124874e-173,"M2-like 1","Mt1","up",291.455661452913,"Mt1","17748"
"Osbpl11",2.62983539413069e-177,0.547746441463863,0.778,0.509,8.49042356995093e-173,"M2-like 1","Osbpl11","up",217.021676652704,"Osbpl11","106326"
"Grn",1.52468113282489e-176,0.515812616580059,0.98,0.943,4.92243303732517e-172,"M2-like 1","Grn","up",203.462716316434,"Grn","14824"
"Traf1",3.45094050221222e-176,-1.04499327007225,0.488,0.713,1.11413614113921e-171,"M2-like 1","Traf1","down",411.344851150613,"Traf1","22029"
"Epb41l1",8.60535904371279e-176,0.544051904260387,0.681,0.374,2.77824016726267e-171,"M2-like 1","Epb41l1","up",213.660190718444,"Epb41l1","13821"
"Acod1",2.25294501751517e-175,-1.13150371884525,0.598,0.8,7.27363298904771e-171,"M2-like 1","Acod1","down",443.275401942543,"Acod1","16365"
"C1qc",4.99482100489504e-173,0.923506353004874,0.74,0.432,1.61257796143036e-168,"M2-like 1","C1qc","up",356.802646725557,"C1qc","12262"
"Ifi44",6.85534892471996e-172,-0.853296667852909,0.825,0.901,2.21324940034584e-167,"M2-like 1","Ifi44","down",327.441715712828,"Ifi44","99899"
"Blnk",1.46980160102214e-169,0.57852026900244,0.6,0.29,4.74525446889999e-165,"M2-like 1","Blnk","up",218.894364342304,"Blnk","17060"
"Ms4a6b",3.9557659123698e-169,-0.722506373831538,0.84,0.892,1.27711902480859e-164,"M2-like 1","Ms4a6b","down",272.658984623219,"Ms4a6b","69774"
"Atp6v1a",1.78637314330573e-168,0.517080487642829,0.926,0.816,5.76730569316254e-164,"M2-like 1","Atp6v1a","up",194.355947900342,"Atp6v1a","11964"
"Vasp",3.81674268629936e-168,-0.665819554265929,0.702,0.807,1.23223537627175e-163,"M2-like 1","Vasp","down",249.757264354806,"Vasp","22323"
"Plin2",1.96204794675843e-165,0.613180575694523,0.958,0.875,6.3344717961096e-161,"M2-like 1","Plin2","up",226.184037631663,"Plin2","11520"
"Ap2m1",2.1683564052783e-165,0.546004141259897,0.861,0.708,7.000538654441e-161,"M2-like 1","Ap2m1","up",201.350063403214,"Ap2m1","11773"
"Isg20",5.38714539533293e-165,-0.87543407562472,0.237,0.505,1.73923989088324e-160,"M2-like 1","Isg20","down",322.037324999059,"Isg20","57444"
"Gna12",5.42136736590699e-163,0.531548847830951,0.775,0.519,1.75028845408307e-158,"M2-like 1","Gna12","up",193.084408872003,"Gna12","14673"
"Gpr84",8.67689855553876e-163,-0.589272210437927,0.098,0.37,2.80133669865569e-158,"M2-like 1","Gpr84","down",213.775199023457,"Gpr84","80910"
"Prdx5",8.30369308453971e-162,-1.05771486623013,0.903,0.907,2.68084731234365e-157,"M2-like 1","Prdx5","down",381.327074493665,"Prdx5","54683"
"Nav1",1.27608750855611e-161,0.586539239171454,0.853,0.602,4.1198485213734e-157,"M2-like 1","Nav1","up",211.206939974112,"Nav1","215690"
"Sell",2.53837547008812e-158,-0.744470264931679,0.064,0.316,8.19514520517949e-154,"M2-like 1","Sell","down",262.421720249676,"Sell","20343"
"AW112010",8.57219155648976e-158,-1.59244149095969,0.465,0.662,2.76753204401272e-153,"M2-like 1","AW112010","down",559.388966584602,"AW112010","107350"
"CYTB",3.61472448620266e-157,0.699840585005774,0.972,0.9,1.16701380037053e-152,"M2-like 1","CYTB","up",244.831170669226,"CYTB","17711"
"Sirpb1c",5.87724969328518e-155,-0.562029777007314,0.211,0.479,1.89747006347712e-150,"M2-like 1","Sirpb1c","down",193.758215823783,"Sirpb1c","100038947"
"Phf11b",1.57392305884374e-154,-0.928729621951929,0.578,0.743,5.08141059547701e-150,"M2-like 1","Phf11b","down",319.262114875361,"Phf11b","236451"
"Ifi209",3.91205506277604e-154,-1.00674520926183,0.589,0.755,1.26300697701724e-149,"M2-like 1","Ifi209","down",345.164289839499,"Ifi209","236312"
"Clec12a",5.92563427586603e-154,-0.702114102906669,0.719,0.838,1.91309102596335e-149,"M2-like 1","Clec12a","down",240.429466921208,"Clec12a","232413"
"Pik3ap1",6.69312932097813e-154,-0.673011584282409,0.916,0.914,2.16087680127779e-149,"M2-like 1","Pik3ap1","down",230.381734873598,"Pik3ap1","83490"
"Fcgr1",1.15772400843088e-153,-0.856915017350916,0.84,0.878,3.7377119612191e-149,"M2-like 1","Fcgr1","down",292.865022122398,"Fcgr1","14129"
"Slfn4",3.42813812374313e-153,-1.04109675319476,0.758,0.853,1.10677439325047e-148,"M2-like 1","Slfn4","down",354.682032820508,"Slfn4","20558"
"Phf11d",4.78052643466822e-153,-0.94700128442402,0.558,0.729,1.54339295943263e-148,"M2-like 1","Phf11d","down",322.310571342604,"Phf11d","219132"
"Xaf1",7.75270985600802e-153,-0.738870546900949,0.684,0.818,2.50296237701219e-148,"M2-like 1","Xaf1","down",251.116326186968,"Xaf1","327959"
"Bcl2a1d",1.31625686633199e-152,-0.97663609723718,0.496,0.702,4.24953529295282e-148,"M2-like 1","Bcl2a1d","down",331.40757586466,"Bcl2a1d","12047"
"Zbp1",1.64414841023037e-150,-0.713392026044898,0.751,0.848,5.30813314242875e-146,"M2-like 1","Zbp1","down",238.635470668362,"Zbp1","58203"
"Trf",3.62323451671978e-150,0.725000611772514,0.655,0.386,1.16976126372298e-145,"M2-like 1","Trf","up",241.945782292603,"Trf","22041"
"Lpl",7.62004656851779e-150,1.27292800258648,0.479,0.21,2.46013203464597e-145,"M2-like 1","Lpl","up",423.852722356759,"Lpl","16956"
"Arl5c",1.54625484353274e-149,-0.799543994420022,0.427,0.658,4.99208376234544e-145,"M2-like 1","Arl5c","down",265.662072459879,"Arl5c","217151"
"C1qa",1.97186279319908e-149,0.991362817220327,0.742,0.478,6.36615902784323e-145,"M2-like 1","C1qa","up",329.156091562705,"C1qa","12259"
"Psme1",2.36357473100511e-149,-0.60473782163674,0.869,0.887,7.63080101904999e-145,"M2-like 1","Psme1","down",200.677798663516,"Psme1","19186"
"Hp",3.60406935260046e-149,-1.40728519137819,0.244,0.486,1.16357379048706e-144,"M2-like 1","Hp","down",466.40352381897,"Hp","15439"
"Cfb",4.78672130113967e-149,-0.887987620448293,0.817,0.854,1.54539297207294e-144,"M2-like 1","Cfb","down",294.045534616797,"Cfb","14962"
"C130026I21Rik",7.55254851352425e-149,-0.792907006684868,0.535,0.711,2.4383402875913e-144,"M2-like 1","C130026I21Rik","down",262.199230967608,"C130026I21Rik","620078"
"Jak2",1.79925588973524e-148,-0.808056210727296,0.578,0.74,5.80889764001021e-144,"M2-like 1","Jak2","down",266.507331980038,"Jak2","16452"
"Herc6",6.13600443816814e-148,-1.02212552287082,0.632,0.771,1.98100903286258e-143,"M2-like 1","Herc6","down",335.85620039986,"Herc6","67138"
"Rnase4",7.3776922773347e-148,0.571748554885823,0.638,0.383,2.38188795173751e-143,"M2-like 1","Rnase4","up",187.763240202658,"Rnase4","58809"
"Ecm1",2.63156217916677e-146,0.634392257001404,0.833,0.614,8.49599849543992e-142,"M2-like 1","Ecm1","up",206.068043196235,"Ecm1","13601"
"Hcls1",7.98242381477223e-146,-0.530354981302869,0.828,0.87,2.57712552859922e-141,"M2-like 1","Hcls1","down",171.685360214124,"Hcls1","15163"
"Cd274",1.01505639341968e-145,-0.969171909871597,0.587,0.754,3.27710956615544e-141,"M2-like 1","Cd274","down",313.505341664286,"Cd274","60533"
"H2-Q4",2.08378408861842e-145,-0.69103419679223,0.672,0.781,6.72749693010458e-141,"M2-like 1","H2-Q4","down",223.037019119073,"H2-Q4","15015"
"Ifit3",3.62592719874315e-144,-1.10770808917017,0.465,0.671,1.17063059611423e-139,"M2-like 1","Ifit3","down",354.357795373856,"Ifit3","15959"
"Clec4a3",1.39126723871952e-143,-0.682101152008542,0.899,0.914,4.49170628020597e-139,"M2-like 1","Clec4a3","down",217.288161670126,"Clec4a3","73149"
"Slc48a1",2.56970110284025e-140,0.565500525282703,0.702,0.456,8.29628001051974e-136,"M2-like 1","Slc48a1","up",175.890888729183,"Slc48a1","67739"
"Itgal",6.54260547954958e-140,-0.644120919340368,0.251,0.501,2.11228017907258e-135,"M2-like 1","Itgal","down",199.742682616487,"Itgal","16408"
"Stab1",1.09933809797283e-139,0.739368720789892,0.694,0.475,3.54921304930529e-135,"M2-like 1","Stab1","up",228.895440776537,"Stab1","192187"
"Ifit1bl1",5.47341698944312e-139,-0.811720339996322,0.083,0.325,1.76709267504171e-134,"M2-like 1","Ifit1bl1","down",249.991249391471,"Ifit1bl1","667373"
"Stxbp6",6.57637133538005e-138,0.688312479731337,0.384,0.143,2.12318148562745e-133,"M2-like 1","Stxbp6","up",210.273200087024,"Stxbp6","217517"
"Tbxas1",6.85646205147127e-138,0.516492220174078,0.869,0.675,2.2136087733175e-133,"M2-like 1","Tbxas1","up",157.762131974839,"Tbxas1","21391"
"Ifit3b",4.21954811025621e-137,-0.939672438020427,0.215,0.465,1.36228110739622e-132,"M2-like 1","Ifit3b","down",285.314689071479,"Ifit3b","667370"
"H2-Q7",1.00266203002025e-136,-0.738692697997338,0.609,0.745,3.23709436392038e-132,"M2-like 1","H2-Q7","down",223.651444225094,"H2-Q7","15018"
"Sptbn1",6.30503194695971e-136,0.510851330702134,0.798,0.572,2.03557956407594e-131,"M2-like 1","Sptbn1","up",153.729401100928,"Sptbn1","20742"
"Atxn1",1.58878967336756e-134,0.53839918423675,0.846,0.617,5.12940746046717e-130,"M2-like 1","Atxn1","up",160.282014279708,"Atxn1","20238"
"Irak3",3.91542295545448e-134,-0.74949191079494,0.675,0.774,1.26409430116848e-129,"M2-like 1","Irak3","down",222.44854039395,"Irak3","73914"
"Ifih1",1.18442283582878e-133,-0.783172454814997,0.762,0.853,3.82390912547321e-129,"M2-like 1","Ifih1","down",231.577989092749,"Ifih1","71586"
"Osbpl9",5.83576870076191e-132,0.538156858121499,0.892,0.744,1.88407792504098e-127,"M2-like 1","Osbpl9","up",157.031409526021,"Osbpl9","100273"
"Ifit1",1.76481037377156e-131,-1.03200646623593,0.483,0.678,5.69769029172149e-127,"M2-like 1","Ifit1","down",299.992149458026,"Ifit1","15957"
"ND5",1.2875551456044e-130,0.527129681755164,0.926,0.79,4.15687178758382e-126,"M2-like 1","ND5","up",152.182844587362,"ND5","17721"
"Klrk1",8.25216416981538e-130,-0.516604461192971,0.185,0.433,2.6642112022249e-125,"M2-like 1","Klrk1","down",148.184491554968,"Klrk1","27007"
"Fbxo32",3.91595691968593e-129,0.693932162449291,0.312,0.102,1.2642666915206e-124,"M2-like 1","Fbxo32","up",197.969172024248,"Fbxo32","67731"
"Sash1",5.66370700531081e-129,0.624958593221556,0.79,0.535,1.82852780666459e-124,"M2-like 1","Sash1","up",178.061352731614,"Sash1","70097"
"Glrx",8.95608686887007e-129,-0.887942801807139,0.648,0.764,2.8914726456147e-124,"M2-like 1","Glrx","down",252.583131078074,"Glrx","93692"
"Sirpb1a",1.35548257605443e-128,-0.508712616196073,0.179,0.421,4.37617549679173e-124,"M2-like 1","Sirpb1a","down",144.49695781518,"Sirpb1a","320832"
"Cyria",8.48662344627667e-128,-0.742288885931704,0.423,0.628,2.73990637963042e-123,"M2-like 1","Cyria","down",209.481378184478,"Cyria","76820"
"C1qb",1.10780780039556e-127,0.811737630184829,0.687,0.423,3.57655748357708e-123,"M2-like 1","C1qb","up",228.864201864948,"C1qb","12260"
"Lyn",3.74816203899025e-127,-0.614848581998504,0.953,0.951,1.210094114288e-122,"M2-like 1","Lyn","down",172.603173402594,"Lyn","17096"
"Mtmr10",1.0136966361792e-126,0.521283547305691,0.626,0.373,3.27271958990454e-122,"M2-like 1","Mtmr10","up",145.818521593921,"Mtmr10","233315"
"Rhob",2.2685772161449e-126,0.595690351056996,0.722,0.503,7.32410154232383e-122,"M2-like 1","Rhob","up",166.152461082053,"Rhob","11852"
"Psme2",8.56207079236339e-126,-0.604067909739851,0.83,0.861,2.76426455531452e-121,"M2-like 1","Psme2","down",167.686848541936,"Psme2","19188"
"Psmb9",1.01155543692581e-125,-0.636404454850803,0.718,0.793,3.26580672811499e-121,"M2-like 1","Psmb9","down",176.557235703432,"Psmb9","16912"
"Ifi214",1.43386888411588e-125,-0.982369558787521,0.402,0.613,4.62924569236811e-121,"M2-like 1","Ifi214","down",272.195352570727,"Ifi214","545384"
"Mcemp1",1.55692825239551e-123,-0.542805358011659,0.142,0.373,5.02654286285889e-119,"M2-like 1","Mcemp1","down",147.856322142369,"Mcemp1","69189"
"Ctsa",1.97018064510407e-123,0.504464511153617,0.91,0.852,6.3607282127185e-119,"M2-like 1","Ctsa","up",137.293791717591,"Ctsa","19025"
"Gm15056",4.82496793172406e-123,-1.60376503953621,0.078,0.296,1.55774089675711e-118,"M2-like 1","Gm15056","down",435.040198369562,"Gm15056","100504014"
"Ly6e",2.4443762306948e-121,-0.565943999705824,0.966,0.965,7.89166866079816e-117,"M2-like 1","Ly6e","down",151.297571993954,"Ly6e","17069"
"Aoah",1.19302014128415e-120,-0.873294661007047,0.684,0.791,3.85166552613588e-116,"M2-like 1","Aoah","down",232.079248321935,"Aoah","27052"
"Fabp5",1.53036585852886e-120,1.43390314570114,0.621,0.402,4.94078617426043e-116,"M2-like 1","Fabp5","up",380.704649585282,"Fabp5","16592"
"Aopep",3.00749554593878e-120,0.503726174754514,0.816,0.604,9.70969937006334e-116,"M2-like 1","Aopep","up",133.400163466449,"Aopep","72061"
"Cd300e",4.47935477615311e-120,-0.512775214464698,0.062,0.275,1.44615968948103e-115,"M2-like 1","Cd300e","down",135.592316260882,"Cd300e","217306"
"Stap1",5.87500323679229e-120,-0.766700769868914,0.447,0.658,1.89674479499839e-115,"M2-like 1","Stap1","down",202.529487621086,"Stap1","56792"
