"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","regulation","rank","gene_SYMBOL","ENTREZID"
"Ifi211",6.72479153695332e-174,0.919851877933249,0.824,0.732,2.17109894770538e-169,"M1-like","Ifi211","up",357.235190539352,"Ifi211","381308"
"Sirpb1a",1.70593825613498e-173,0.570149122978026,0.455,0.187,5.50762165993178e-169,"M1-like","Sirpb1a","up",220.893301088102,"Sirpb1a","320832"
"Parp14",3.12473386392514e-173,0.776986453452003,0.903,0.882,1.00882032796823e-168,"M1-like","Parp14","up",300.558184201883,"Parp14","547253"
"F13a1",5.08870424198818e-172,-1.05841995153863,0.398,0.682,1.64288816452588e-167,"M1-like","F13a1","down",406.470575733383,"F13a1","74145"
"AW112010",3.56193614099173e-171,1.55960265397235,0.676,0.487,1.14997108311918e-166,"M1-like","AW112010","up",595.907624577719,"AW112010","107350"
"Slamf7",1.73819261338085e-170,1.10431491598612,0.634,0.423,5.61175485230009e-166,"M1-like","Slamf7","up",420.196532077056,"Slamf7","75345"
"C3",3.12436596179293e-170,0.849763569725672,0.822,0.688,1.00870155076485e-165,"M1-like","C3","up",322.840370880771,"C3","12266"
"BC147527",2.24111434434313e-169,0.504930204411182,0.482,0.206,7.2354376607118e-165,"M1-like","BC147527","up",190.837133422515,"BC147527","625360"
"Tanc2",6.40203303099859e-169,-0.686741713936587,0.272,0.566,2.0668963640579e-164,"M1-like","Tanc2","down",258.831514707777,"Tanc2","77097"
"Lipa",3.40462964948857e-168,-0.630193042457512,0.702,0.883,1.09918468233738e-163,"M1-like","Lipa","down",236.465319617958,"Lipa","16889"
"Rsad2",2.44144961409695e-166,1.78961336278374,0.729,0.574,7.88222007911199e-162,"M1-like","Rsad2","up",663.86454939244,"Rsad2","58185"
"Furin",1.93039214486531e-165,-0.505092392825707,0.511,0.772,6.23227103969765e-161,"M1-like","Furin","down",186.321744344598,"Furin","18550"
"Gbp4",2.41775577273783e-165,0.647319105553502,0.415,0.148,7.80572451228408e-161,"M1-like","Gbp4","up",238.641530541199,"Gbp4","17472"
"Slfn4",5.76176566043341e-165,1.07486184811257,0.846,0.785,1.86018604347093e-160,"M1-like","Slfn4","up",395.326597462304,"Slfn4","20558"
"Myo5a",4.70316205434744e-164,-0.564460048174609,0.704,0.886,1.51841586924607e-159,"M1-like","Myo5a","down",206.41929283661,"Myo5a","17918"
"Ifi202b",4.98598928417224e-164,0.745646990985615,0.917,0.919,1.60972664039501e-159,"M1-like","Ifi202b","up",272.634611757131,"Ifi202b","26388"
"Slfn2",1.35340930397202e-162,0.566633881701949,0.96,0.963,4.36948193787366e-158,"M1-like","Slfn2","up",205.310607702186,"Slfn2","20556"
"Bcl2a1a",1.65182794662555e-162,0.860764436464395,0.612,0.365,5.33292652568059e-158,"M1-like","Bcl2a1a","up",311.712537154258,"Bcl2a1a","12044"
"Sgms1",4.8709027584521e-162,-0.686519465416883,0.756,0.928,1.57257095556626e-157,"M1-like","Sgms1","down",247.870013993261,"Sgms1","208449"
"Mndal",5.18760832663835e-162,0.790474452835891,0.927,0.914,1.67481934825519e-157,"M1-like","Mndal","up",285.353494693423,"Mndal","100040462"
"Fry",1.11215435364679e-161,-0.526929112723001,0.344,0.642,3.59059033074865e-157,"M1-like","Fry","down",189.814379597439,"Fry","320365"
"S100a4",2.04045538053338e-161,-0.834963061094204,0.727,0.886,6.58761019605202e-157,"M1-like","S100a4","down",300.269974586154,"S100a4","20198"
"ND5",4.71647711292027e-161,-0.511793238563887,0.762,0.932,1.52271463590631e-156,"M1-like","ND5","down",183.622600825258,"ND5","17721"
"Samd9l",2.07053836706387e-160,0.794568074651471,0.847,0.768,6.6847331180657e-156,"M1-like","Samd9l","up",283.901912918352,"Samd9l","209086"
"Hmox1",3.32379935868421e-160,-1.51262588865408,0.672,0.867,1.0730886229512e-155,"M1-like","Hmox1","down",539.750520261949,"Hmox1","15368"
"Osbpl9",4.60327076106878e-160,-0.536403915200903,0.717,0.895,1.48616596521105e-155,"M1-like","Osbpl9","down",191.23040410906,"Osbpl9","100273"
"Ly6i",4.32960988414247e-159,0.832207155167864,0.409,0.155,1.3978145510954e-154,"M1-like","Ly6i","up",294.820365141605,"Ly6i","57248"
"Dapk1",1.2930476856906e-157,-0.527139725039541,0.337,0.631,4.17460445325209e-153,"M1-like","Dapk1","down",184.95567013317,"Dapk1","69635"
"Man1c1",7.37958230290708e-157,-0.531047687622231,0.416,0.687,2.38249814649355e-152,"M1-like","Man1c1","down",185.401909530347,"Man1c1","230815"
"Rnf213",8.20225995925801e-157,0.697718706820853,0.907,0.889,2.64809962784645e-152,"M1-like","Rnf213","up",243.517149438059,"Rnf213","672511"
"Folr2",8.57274555773328e-156,-0.626846299641676,0.418,0.7,2.76771090331419e-151,"M1-like","Folr2","down",217.310266278453,"Folr2","14276"
"Ednrb",2.55498664544082e-155,-0.666984944218879,0.034,0.228,8.24877438480568e-151,"M1-like","Ednrb","down",230.496846721821,"Ednrb","13618"
"Plin2",1.27070622977582e-154,-0.552138270479854,0.859,0.96,4.10247506283125e-150,"M1-like","Plin2","down",189.922409513553,"Plin2","11520"
"Bcl2a1d",2.49381063650565e-153,0.9101770889032,0.71,0.528,8.05126763995849e-149,"M1-like","Bcl2a1d","up",310.369795069473,"Bcl2a1d","12047"
"Sp140",2.69798392676388e-152,0.764078451264568,0.763,0.665,8.71044110755719e-148,"M1-like","Sp140","up",258.730771511815,"Sp140","434484"
"Slc15a3",4.50002350871203e-150,0.587411060264998,0.898,0.898,1.45283258978768e-145,"M1-like","Slc15a3","up",195.902365933017,"Slc15a3","65221"
"H2-T23",5.74094217136659e-150,0.70259726645242,0.864,0.846,1.8534631800257e-145,"M1-like","H2-T23","up",234.146007082852,"H2-T23","15040"
"Usp18",1.61665693568306e-149,0.831556510703516,0.697,0.536,5.21937691685275e-145,"M1-like","Usp18","up",276.261749992427,"Usp18","24110"
"Lyn",1.87479317944929e-149,0.63979140284469,0.944,0.961,6.05276977985205e-145,"M1-like","Lyn","up",212.458296642259,"Lyn","17096"
"Slc48a1",3.85710823011076e-149,-0.53362937609752,0.427,0.688,1.24526739209126e-144,"M1-like","Slc48a1","down",176.819642955503,"Slc48a1","67739"
"H2-Q4",7.36246295809533e-149,0.705217939940775,0.772,0.704,2.37697116602108e-144,"M1-like","H2-Q4","up",233.220104703907,"H2-Q4","15015"
"Atxn1",1.33238462782577e-147,-0.510675764693199,0.584,0.84,4.30160377093549e-143,"M1-like","Atxn1","down",167.404969875101,"Atxn1","20238"
"Serpina3g",4.36952356840021e-147,0.575985916231575,0.283,0.062,1.41070068405801e-142,"M1-like","Serpina3g","up",188.130246007999,"Serpina3g","20715"
"Inpp4b",3.69685287655219e-146,0.968376775567001,0.713,0.529,1.19352895119488e-141,"M1-like","Inpp4b","up",314.226240003572,"Inpp4b","234515"
"Cd72",9.42551293488403e-145,1.16200893891419,0.643,0.487,3.04302685102731e-140,"M1-like","Cd72","up",373.294279714763,"Cd72","12517"
"Rigi",1.7919072121399e-141,0.676619548323502,0.799,0.702,5.78517243439366e-137,"M1-like","Rigi","up",212.254780673764,"Rigi","230073"
"Rhob",2.28472362995498e-141,-0.561295824856311,0.47,0.718,7.37623023930964e-137,"M1-like","Rhob","down",175.941485162415,"Rhob","11852"
"Gm15056",1.84632404811635e-140,1.69321172407535,0.317,0.096,5.96085718934364e-136,"M1-like","Gm15056","up",527.209168445506,"Gm15056","100504014"
"Cav1",3.69767642391765e-140,-0.629164010708008,0.1,0.324,1.19379483346181e-135,"M1-like","Cav1","down",195.46354740247,"Cav1","12389"
"Epsti1",2.84369921662084e-139,0.743588824167055,0.83,0.776,9.18088292086037e-135,"M1-like","Epsti1","up",229.495204982706,"Epsti1","108670"
"Ifitm3",7.22367692965175e-139,0.506337687311699,0.979,0.977,2.33216409673807e-134,"M1-like","Ifitm3","up",155.799906801573,"Ifitm3","66141"
"H2-T22",8.02531167389207e-138,0.78205856478154,0.716,0.616,2.59097187391606e-133,"M1-like","H2-T22","up",238.756054686449,"H2-T22","15039"
"Fbxo32",9.25873288107617e-138,-0.693492652647316,0.082,0.294,2.98918191065544e-133,"M1-like","Fbxo32","down",211.618462988146,"Fbxo32","67731"
"Sp110",2.51488711226258e-135,0.614808965607675,0.765,0.674,8.11931304193974e-131,"M1-like","Sp110","up",184.162583721168,"Sp110","109032"
"Rapgef2",2.42716895941568e-133,0.725383509480233,0.915,0.909,7.83611498547351e-129,"M1-like","Rapgef2","up",213.969807627986,"Rapgef2","76089"
"Syngr1",7.2977399926324e-133,-0.569112047599605,0.121,0.342,2.35607535662137e-128,"M1-like","Syngr1","down",167.247173922026,"Syngr1","20972"
"Dusp2",2.19471527871362e-132,0.87458585500042,0.572,0.349,7.08563827732693e-128,"M1-like","Dusp2","up",256.054968802187,"Dusp2","13537"
"Arl5c",3.71770994780861e-132,0.789248671123728,0.654,0.479,1.20026265665001e-127,"M1-like","Arl5c","up",230.654582770256,"Arl5c","217151"
"Sp100",1.35569221893574e-131,0.590012686960367,0.89,0.91,4.37685232883403e-127,"M1-like","Sp100","up",171.665357720649,"Sp100","20684"
"S100a10",1.48174928507018e-131,-0.544603340829519,0.812,0.928,4.78382756684909e-127,"M1-like","S100a10","down",158.404997379272,"S100a10","20194"
"Pde7b",1.75953466315891e-131,0.759695302199641,0.877,0.792,5.68065766000854e-127,"M1-like","Pde7b","up",220.83676926589,"Pde7b","29863"
"Gbp2",3.02509256702663e-131,0.849788923909889,0.639,0.447,9.76651135264546e-127,"M1-like","Gbp2","up",246.565701772838,"Gbp2","14469"
"Bst1",5.13502409052779e-131,-0.598189747592008,0.617,0.805,1.6578425276269e-126,"M1-like","Bst1","down",173.247837112555,"Bst1","12182"
"Stab1",9.08123122429961e-131,-0.641618532614966,0.449,0.682,2.93187550076513e-126,"M1-like","Stab1","down",185.459887794525,"Stab1","192187"
"Ifi205",1.02159398739394e-129,0.905807387561437,0.551,0.341,3.29821618830135e-125,"M1-like","Ifi205","up",259.631349438898,"Ifi205","226695"
"Gas7",1.17348261317187e-129,-0.535628840378319,0.721,0.889,3.7885886166254e-125,"M1-like","Gas7","down",153.452918741879,"Gas7","14457"
"Fbxl5",4.71842677309424e-128,-0.689945058996278,0.549,0.769,1.52334408369348e-123,"M1-like","Fbxl5","down",195.114433186557,"Fbxl5","242960"
"Igtp",2.79103919432095e-126,0.543349737068222,0.588,0.398,9.01087003886519e-122,"M1-like","Igtp","up",151.440781343897,"Igtp","16145"
"Ms4a4b",2.87370301350692e-126,0.502955607591432,0.369,0.146,9.27775017910709e-122,"M1-like","Ms4a4b","up",140.167572798523,"Ms4a4b","60361"
"Zfas1",1.2084022655592e-124,0.675266490455903,0.649,0.484,3.90132671435787e-120,"M1-like","Zfas1","up",185.663775030801,"Zfas1","68949"
"Nmi",1.59784583000771e-124,0.559464457467786,0.646,0.479,5.15864526217988e-120,"M1-like","Nmi","up",153.667843590345,"Nmi","64685"
"Psme2",1.81129907776011e-124,0.601217222693219,0.851,0.849,5.8477790725485e-120,"M1-like","Psme2","up",165.060670898222,"Psme2","19188"
"Stxbp6",2.88229761354244e-124,-0.594848430657621,0.129,0.352,9.30549784532177e-120,"M1-like","Stxbp6","down",163.035823366136,"Stxbp6","217517"
"Slc9a9",3.36733107514865e-124,-0.843534712825188,0.557,0.772,1.08714283761174e-119,"M1-like","Slc9a9","down",231.064464305787,"Slc9a9","331004"
"Slfn5",5.4292216875806e-123,0.675261522180262,0.911,0.916,1.7528242218354e-118,"M1-like","Slfn5","up",183.092983656527,"Slfn5","327978"
"Ccl9",2.93138302576614e-121,-0.918280434434169,0.81,0.903,9.46397009868597e-117,"M1-like","Ccl9","down",245.323176323377,"Ccl9","20308"
"Gm13822",3.35815511877976e-121,0.570384548382342,0.476,0.268,1.08418038009805e-116,"M1-like","Gm13822","up",152.303538245008,"Gm13822","105246766"
"H2-Q7",3.36515711778663e-120,0.72242757295358,0.734,0.65,1.08644097547741e-115,"M1-like","H2-Q7","up",191.236965985998,"H2-Q7","15018"
"Hck",1.70734391387986e-119,0.528589564956813,0.863,0.842,5.51215982596112e-115,"M1-like","Hck","up",139.066802637684,"Hck","15162"
"Gbp2b",1.4513182842097e-118,0.892568797279929,0.618,0.441,4.685581080571e-114,"M1-like","Gbp2b","up",232.916015681701,"Gbp2b","14468"
"Zup1",2.91941887760735e-118,0.667315077961779,0.732,0.618,9.42534384635532e-114,"M1-like","Zup1","up",173.669615472295,"Zup1","72580"
"Il1b",1.07964502839574e-117,0.842984082459985,0.803,0.692,3.48563397417566e-113,"M1-like","Il1b","up",218.285219728779,"Il1b","16176"
"Slco3a1",2.76596701004688e-117,0.839277093738473,0.442,0.233,8.92992449193636e-113,"M1-like","Slco3a1","up",216.535762585188,"Slco3a1","108116"
"Slfn8",1.94816728842434e-116,0.701671040172867,0.8,0.74,6.28965809067799e-112,"M1-like","Slfn8","up",179.663307471087,"Slfn8","276950"
"Oasl1",5.69052510602975e-116,0.802669443275258,0.812,0.739,1.8371860304817e-111,"M1-like","Oasl1","up",204.663619405497,"Oasl1","231655"
"Klf2",1.34871533807098e-115,-0.687386130767825,0.665,0.833,4.35432746896217e-111,"M1-like","Klf2","down",174.675659448314,"Klf2","16598"
"Prdx1",1.54826247554831e-115,-0.805255765145731,0.894,0.953,4.99856540230773e-111,"M1-like","Prdx1","down",204.517083135933,"Prdx1","18477"
"Vim",2.06971967846989e-115,-0.507662778843141,0.952,0.984,6.68208998194005e-111,"M1-like","Vim","down",128.787708575061,"Vim","22352"
"Srgap2",8.646412390977e-115,0.572522731432421,0.927,0.949,2.79149424042692e-110,"M1-like","Srgap2","up",144.423315066663,"Srgap2","14270"
"Psmb10",1.16148193319682e-114,0.545008829522427,0.798,0.75,3.74984442132594e-110,"M1-like","Psmb10","up",137.321866713272,"Psmb10","19171"
"Slamf9",1.176027845298e-114,0.93977093132584,0.558,0.376,3.79680589854459e-110,"M1-like","Slamf9","up",236.77547416666,"Slamf9","98365"
"Gm5150",7.8350403875532e-114,0.681526918043588,0.637,0.461,2.52954278912155e-109,"M1-like","Gm5150","up",170.418352426908,"Gm5150","381484"
"Znfx1",1.1880586802706e-113,0.611125082095037,0.809,0.771,3.83564744925362e-109,"M1-like","Znfx1","up",152.559699113016,"Znfx1","98999"
"Ifi47",1.09523411281967e-112,0.673430227784404,0.671,0.525,3.5359633332383e-108,"M1-like","Ifi47","up",166.617550797883,"Ifi47","15953"
"Ass1",3.38049318920352e-111,0.6506919742195,0.578,0.384,1.09139222613436e-106,"M1-like","Ass1","up",158.760100121272,"Ass1","11898"
"Oas3",4.46651707168183e-111,0.643730541283836,0.748,0.648,1.44201503659248e-106,"M1-like","Oas3","up",156.882268844805,"Oas3","246727"
"Slfn9",2.90387371341603e-110,0.525255272720168,0.389,0.181,9.37515628376366e-106,"M1-like","Slfn9","up",127.025611345556,"Slfn9","237886"
"H3f3b",1.20442183244568e-108,0.513413270034984,0.957,0.978,3.88847588605087e-104,"M1-like","H3f3b","up",122.249261089949,"H3f3b","15081"
"Trim30d",1.97201054719134e-108,0.66941272744144,0.691,0.556,6.36663605160723e-104,"M1-like","Trim30d","up",159.064365149849,"Trim30d","209387"
"Phf11a",8.44389665486866e-108,0.579629067339417,0.487,0.292,2.72611203502435e-103,"M1-like","Phf11a","up",136.887164411518,"Phf11a","219131"
"Ifi35",1.57667424739326e-107,0.527409858906935,0.699,0.591,5.09029280770915e-103,"M1-like","Ifi35","up",124.225553428807,"Ifi35","70110"
"A330040F15Rik",9.7414100733464e-107,0.733992902311927,0.314,0.124,3.14501424217989e-102,"M1-like","A330040F15Rik","up",171.547251166509,"A330040F15Rik","74333"
"Oas1a",2.88806941237964e-106,0.514040784610635,0.774,0.705,9.32413209786768e-102,"M1-like","Oas1a","up",119.581859596518,"Oas1a","246730"
"Cd40",1.37571409420903e-104,0.685210764840523,0.658,0.491,4.44149295315384e-100,"M1-like","Cd40","up",156.753966478809,"Cd40","21939"
"H2-K1",1.63453429492832e-104,0.507036829257568,0.976,0.984,5.27709397117607e-100,"M1-like","H2-K1","up",115.906151793946,"H2-K1","14972"
"Cxcl1",2.86411427317442e-104,-0.826400846882528,0.416,0.634,9.24679293094362e-100,"M1-like","Cxcl1","down",188.44768287122,"Cxcl1","14825"
"Gbp3",5.92280402166056e-103,0.582590005623423,0.55,0.357,1.91217727839311e-98,"M1-like","Gbp3","up",131.085720484323,"Gbp3","55932"
"Vasp",6.23521345805995e-103,0.527151287173511,0.79,0.743,2.01303866493466e-98,"M1-like","Vasp","up",118.584629219664,"Vasp","22323"
"Gbp5",3.25173039292339e-101,0.980887972392608,0.516,0.311,1.04982115735532e-96,"M1-like","Gbp5","up",216.775799620396,"Gbp5","229898"
"Anxa1",2.50855134569615e-99,-0.584284169906845,0.731,0.871,8.09885801958002e-95,"M1-like","Anxa1","down",126.587421195904,"Anxa1","16952"
"Clmp",3.0808978359052e-99,-0.559225302712679,0.135,0.327,9.94667866321995e-95,"M1-like","Clmp","down",121.043391333514,"Clmp","71566"
"Daxx",7.07327108998855e-99,0.629879040999929,0.696,0.604,2.2836055714028e-94,"M1-like","Daxx","up",135.812782342521,"Daxx","13163"
"Trim30a",8.55006040050677e-99,0.517800719752361,0.879,0.883,2.76038700030361e-94,"M1-like","Trim30a","up",111.548580757365,"Trim30a","20128"
"Tor3a",2.05841049532383e-98,0.590522051500627,0.798,0.775,6.64557828415299e-94,"M1-like","Tor3a","up",126.695943398246,"Tor3a","30935"
"Rtp4",1.04842289570435e-97,0.512330625264267,0.829,0.794,3.38483331878151e-93,"M1-like","Rtp4","up",109.08600489795,"Rtp4","67775"
"Pgap2",1.22504802468122e-97,0.51566633684183,0.697,0.613,3.95506754768332e-93,"M1-like","Pgap2","up",109.715962659008,"Pgap2","233575"
"Trafd1",1.33682417268579e-97,0.531594398649636,0.774,0.723,4.31593684151608e-93,"M1-like","Trafd1","up",113.058486268632,"Trafd1","231712"
"Jak2",1.05180361984243e-95,0.656358223611867,0.726,0.627,3.39574798666128e-91,"M1-like","Jak2","up",136.727766464841,"Jak2","16452"
"S100a6",2.51976547109903e-93,-0.508008160533779,0.91,0.958,8.13506282344321e-89,"M1-like","S100a6","down",103.041271257924,"S100a6","20200"
"Etv6",6.79455431327013e-93,0.649679002972002,0.874,0.875,2.19362186003926e-88,"M1-like","Etv6","up",131.132466561413,"Etv6","14011"
"Cmpk2",8.91899062530149e-93,0.896859113166402,0.504,0.334,2.87949612337859e-88,"M1-like","Cmpk2","up",180.779777415894,"Cmpk2","22169"
"Cd274",1.30770727266192e-90,0.799633973820044,0.735,0.643,4.22193292978899e-86,"M1-like","Cd274","up",157.193665779625,"Cd274","60533"
"Lpl",2.28931973088195e-90,-1.00680444187262,0.215,0.419,7.39106875115237e-86,"M1-like","Lpl","down",197.355866267109,"Lpl","16956"
"Trf",2.45449837582482e-90,-0.53799511611877,0.389,0.597,7.92434800635045e-86,"M1-like","Trf","down",105.421422329821,"Trf","22041"
"Traf1",2.1868196613914e-89,0.750705202770623,0.689,0.562,7.06014727680214e-85,"M1-like","Traf1","up",145.460594047486,"Traf1","22029"
"Plxdc2",2.60618980155769e-89,-0.564946691836607,0.204,0.407,8.41408377432899e-85,"M1-like","Plxdc2","down",109.367931750928,"Plxdc2","67448"
"Lgals3",5.99821103048029e-88,-0.607360040841642,0.914,0.963,1.93652243119056e-83,"M1-like","Lgals3","down",115.673948130797,"Lgals3","16854"
"Ccr2",3.44919881691242e-87,0.620806598290301,0.681,0.477,1.11357383804017e-82,"M1-like","Ccr2","up",117.148938576083,"Ccr2","12772"
"Cfb",3.69641653812826e-87,0.661658513962238,0.841,0.841,1.19338807933471e-82,"M1-like","Cfb","up",124.812073699119,"Cfb","14962"
"Gm12185",7.89768481550388e-87,0.54432525257221,0.627,0.501,2.54976754268543e-82,"M1-like","Gm12185","up",102.265637778309,"Gm12185","620913"
"Stat2",2.25588944147438e-86,0.572437120132975,0.749,0.679,7.28313906180004e-82,"M1-like","Stat2","up",106.946375348858,"Stat2","20847"
"Gpr65",2.7274948775826e-85,0.578039884743963,0.676,0.566,8.80571721227542e-81,"M1-like","Gpr65","up",106.552399107859,"Gpr65","14744"
"Pnp",3.59556669184079e-85,0.586587503679649,0.809,0.796,1.1608287064608e-80,"M1-like","Pnp","up",107.96593110671,"Pnp","18950"
"Nt5c3",9.81838354216453e-84,0.540878710860797,0.551,0.398,3.16986512658782e-79,"M1-like","Nt5c3","up",97.7641154421473,"Nt5c3","107569"
"Resf1",1.53593060523866e-83,0.750794868222929,0.809,0.784,4.95875195901302e-79,"M1-like","Resf1","up",135.370618373421,"Resf1","67246"
"Oasl2",3.18126641754585e-83,0.515852737574618,0.805,0.775,1.02707186290468e-78,"M1-like","Oasl2","up",92.6342168422877,"Oasl2","23962"
"Fndc3a",4.65014439443413e-83,0.614404606284389,0.9,0.921,1.50129911774306e-78,"M1-like","Fndc3a","up",110.098421702361,"Fndc3a","319448"
"Clec2d",5.56731417927956e-82,0.605121088776229,0.755,0.677,1.79740738278041e-77,"M1-like","Clec2d","up",106.932585585902,"Clec2d","93694"
"Gadd45b",5.95032171302024e-82,0.616066452166093,0.755,0.679,1.92106136504859e-77,"M1-like","Gadd45b","up",108.825781910008,"Gadd45b","17873"
"Tgfbi",1.98012762955318e-81,0.95759074119595,0.766,0.743,6.39284205201244e-77,"M1-like","Tgfbi","up",168.003428600255,"Tgfbi","21810"
"Stap1",2.07456882564003e-79,0.663368955901912,0.647,0.503,6.69774545357884e-75,"M1-like","Stap1","up",113.298184353173,"Stap1","56792"
"Ascc3",5.32348430927848e-79,0.519849695528694,0.89,0.911,1.71868690925056e-74,"M1-like","Ascc3","up",88.2963337048986,"Ascc3","77987"
"Fabp5",5.66677769502814e-78,-1.09323887445425,0.397,0.584,1.82951917883983e-73,"M1-like","Fabp5","down",183.10073965626,"Fabp5","16592"
"Cd5l",2.64281537868324e-77,-0.715619540635775,0.02,0.124,8.53232945007884e-73,"M1-like","Cd5l","down",118.75337688078,"Cd5l","11801"
"H2-Q6",5.88124340967845e-77,0.582817374129807,0.686,0.623,1.89875943481469e-72,"M1-like","H2-Q6","up",96.2493320940283,"H2-Q6","110557"
"ENSMUSG00000106734",6.44323477999679e-77,0.513981704395305,0.705,0.614,2.08019834872196e-72,"M1-like","ENSMUSG00000106734","up",84.8345632548913,"Gm20559","330256"
"Lipg",3.00011864421132e-76,0.585550942337917,0.139,0.024,9.68588304283626e-72,"M1-like","Lipg","up",95.7466300658103,"Lipg","16891"
"Aoah",1.33421442953248e-73,0.635261494162431,0.776,0.724,4.30751128574561e-69,"M1-like","Aoah","up",100.001600944007,"Aoah","27052"
"Gbp7",1.43055651358975e-70,0.61709877548856,0.661,0.565,4.61855170412452e-66,"M1-like","Gbp7","up",92.8366699111252,"Gbp7","229900"
"Ifi203",6.28332858279327e-70,0.651806976650658,0.853,0.849,2.02857263295481e-65,"M1-like","Ifi203","up",97.093622617278,"Ifi203","15950"
"Lmo4",4.89897556029149e-68,0.530452712618354,0.668,0.571,1.58163425964011e-63,"M1-like","Lmo4","up",76.7057974059878,"Lmo4","16911"
"Stfa3",2.37228993288811e-67,-1.04763031783407,0.007,0.086,7.65893804832926e-63,"M1-like","Stfa3","down",149.839408394921,"Stfa3","20863"
"C1qc",2.7156915263235e-67,-0.529649201687951,0.452,0.655,8.7676100927354e-63,"M1-like","C1qc","down",75.6825259962895,"C1qc","12262"
"Clec4a2",5.15821749998245e-66,0.559342785413018,0.765,0.704,1.66533051986933e-61,"M1-like","Clec4a2","up",78.27871790454,"Clec4a2","26888"
"Alpk1",1.87663443407466e-65,0.505829311030685,0.796,0.755,6.05871427041003e-61,"M1-like","Alpk1","up",70.1363666065196,"Alpk1","71481"
"Cers6",5.69101936834915e-63,0.527433150796642,0.911,0.938,1.83734560307152e-58,"M1-like","Cers6","up",70.1178140647981,"Cers6","241447"
"Ms4a7",2.29296640138154e-62,0.755863909882602,0.797,0.811,7.4028420268603e-58,"M1-like","Ms4a7","up",99.4324395930943,"Ms4a7","109225"
"Cd86",3.94762506328326e-62,0.667558045131859,0.8,0.751,1.274490751681e-57,"M1-like","Cd86","up",87.4533106022982,"Cd86","12524"
"Tmem176b",2.3343803187979e-60,0.722315967984513,0.436,0.292,7.53654685923901e-56,"M1-like","Tmem176b","up",91.6799550358779,"Tmem176b","65963"
"Iigp1",1.11842639398611e-57,0.629736348475448,0.348,0.202,3.61083961298415e-53,"M1-like","Iigp1","up",76.0425971193778,"Iigp1","60440"
"C1qa",1.56053206632893e-57,-0.565162053952829,0.493,0.671,5.03817777614297e-53,"M1-like","C1qa","down",68.0567950187492,"C1qa","12259"
"Glrx",5.90294219598745e-56,0.610778357393714,0.742,0.698,1.90576488797455e-51,"M1-like","Glrx","up",71.3309453331354,"Glrx","93692"
"Spon1",6.81144978689653e-54,0.634411121937954,0.316,0.176,2.19907656369954e-49,"M1-like","Spon1","up",71.0785542454255,"Spon1","233744"
