"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","regulation","rank","gene_SYMBOL","ENTREZID"
"Fn1",5.62631298501487e-145,1.7822731051256,0.905,0.518,1.81645514721205e-140,"M2-like 2","Fn1","up",573.47315225698,"Fn1","14268"
"S100a8",8.44394000398817e-145,1.45513867723625,0.704,0.31,2.72612603028758e-140,"M2-like 2","S100a8","up",467.621955948304,"S100a8","20201"
"Slc25a37",1.22357312721222e-141,0.577509520026335,0.744,0.313,3.95030584120464e-137,"M2-like 2","Slc25a37","up",181.38440068845,"Slc25a37","67712"
"Eno1",1.56585507490722e-141,0.874074466797318,0.966,0.842,5.05536310933796e-137,"M2-like 2","Eno1","up",274.314031034322,"Eno1","13806"
"Ldha",4.96968340693468e-141,0.812251299422148,0.986,0.889,1.60446228792886e-136,"M2-like 2","Ldha","up",253.973748581238,"Ldha","16828"
"Fam20a",1.77126170489096e-140,0.588211121534968,0.455,0.111,5.71851841424046e-136,"M2-like 2","Fam20a","up",183.173568287593,"Fam20a","208659"
"Esd",5.96960006593846e-134,1.01655970220134,0.963,0.814,1.92728538128823e-129,"M2-like 2","Esd","up",301.285285417307,"Esd","13885"
"Bnip3",8.85232167328838e-134,0.698831782089338,0.882,0.49,2.85797205222115e-129,"M2-like 2","Bnip3","up",206.842582218997,"Bnip3","12176"
"Dach1",2.31177154316769e-133,0.867607455273451,0.245,0.033,7.46355442711688e-129,"M2-like 2","Dach1","up",255.964540562639,"Dach1","13134"
"Cd302",2.75405885185879e-130,0.833097564354323,0.895,0.616,8.89147900322611e-126,"M2-like 2","Cd302","up",239.882636127459,"Cd302","66205"
"Fbxl5",1.529044633825e-129,1.22921839127655,0.904,0.623,4.93652060030402e-125,"M2-like 2","Fbxl5","up",351.834848213534,"Fbxl5","242960"
"Kmt5a",2.49580552655849e-129,0.637479064592408,0.904,0.551,8.05770814249408e-125,"M2-like 2","Kmt5a","up",182.151041494061,"Kmt5a","67956"
"Itgb2",1.48359019514635e-128,0.796890294173842,0.975,0.87,4.78977094503e-124,"M2-like 2","Itgb2","up",226.280241529768,"Itgb2","16414"
"Pid1",6.00620490368824e-127,0.995345265602679,0.996,0.961,1.93910325315575e-122,"M2-like 2","Pid1","up",278.94865171582,"Pid1","98496"
"Bst1",2.39144731196684e-126,0.758571929256785,0.942,0.678,7.72078764668493e-122,"M2-like 2","Bst1","up",211.544065189122,"Bst1","12182"
"Ly86",1.91127414207977e-125,-1.18539508944367,0.539,0.818,6.17054856770455e-121,"M2-like 2","Ly86","down",328.109073079439,"Ly86","17084"
"Slc2a1",8.31326286842559e-124,0.703015295636183,0.875,0.501,2.6839369170712e-119,"M2-like 2","Slc2a1","up",191.937475989414,"Slc2a1","20525"
"Clec4d",4.93069123923932e-122,0.791299364058557,0.989,0.83,1.59187366658842e-117,"M2-like 2","Clec4d","up",212.810107658305,"Clec4d","17474"
"Clmp",2.09135421930336e-120,1.09229298774197,0.537,0.19,6.7519370970209e-116,"M2-like 2","Clmp","up",289.665222581522,"Clmp","71566"
"Aldoa",3.36528448894637e-120,0.701817709201452,0.983,0.904,1.08648209725634e-115,"M2-like 2","Aldoa","up",185.781212148585,"Aldoa","11674"
"S100a4",4.74294528654977e-120,1.07106217633217,0.963,0.782,1.53125988576259e-115,"M2-like 2","S100a4","up",283.157987308097,"S100a4","20198"
"9130230L23Rik",5.93041180948358e-120,0.580947630729626,0.585,0.207,1.91463345269177e-115,"M2-like 2","9130230L23Rik","up",153.456015043204,"9130230L23Rik","231253"
"Pdpn",1.86360343671323e-119,1.34338753096329,0.73,0.332,6.01664369542865e-115,"M2-like 2","Pdpn","up",353.31462317541,"Pdpn","14726"
"Rap1gap2",2.20856346608592e-119,0.846415794133242,0.668,0.303,7.13034715025839e-115,"M2-like 2","Rap1gap2","up",222.465939592008,"Rap1gap2","380711"
"Sgms1",5.41784478318854e-116,0.910000036022738,0.985,0.819,1.74915118825242e-111,"M2-like 2","Sgms1","up",232.075320552294,"Sgms1","208449"
"Malt1",3.03999817891941e-115,1.40938035555158,0.938,0.674,9.81463412064132e-111,"M2-like 2","Malt1","up",357.000371948184,"Malt1","240354"
"S100a6",3.1238500255641e-115,0.892194217352983,0.99,0.926,1.00853498075337e-110,"M2-like 2","S100a6","up",225.971258994714,"S100a6","20200"
"Fmnl2",7.53841737943559e-113,1.00325798381124,0.908,0.604,2.43377805095078e-108,"M2-like 2","Fmnl2","up",248.597040218487,"Fmnl2","71409"
"Vcan",1.37732801315059e-112,1.09026413955867,0.736,0.326,4.44670349045668e-108,"M2-like 2","Vcan","up",269.499151313515,"Vcan","13003"
"Mif",1.68874419912807e-112,0.76676479443001,0.975,0.833,5.45211064688498e-108,"M2-like 2","Mif","up",189.37801278791,"Mif","17319"
"Ralgapa2",1.30302348398698e-111,0.930678716497862,0.844,0.512,4.20681131805195e-107,"M2-like 2","Ralgapa2","up",227.960351747657,"Ralgapa2","241694"
"Pmp22",5.36017961607007e-111,1.11292061767635,0.702,0.35,1.73053398904822e-106,"M2-like 2","Pmp22","up",271.024649856157,"Pmp22","18858"
"Fgl2",1.53979740166556e-110,-1.47544125583478,0.23,0.617,4.97123591127727e-106,"M2-like 2","Fgl2","down",357.750759733768,"Fgl2","14190"
"P4hb",2.85883706658816e-110,0.68215295076969,0.966,0.862,9.22975546947987e-106,"M2-like 2","P4hb","up",164.979773926542,"P4hb","18453"
"Mthfd1l",1.52410141650123e-108,0.647149334777813,0.667,0.292,4.92056142317421e-104,"M2-like 2","Mthfd1l","up",153.940924366973,"Mthfd1l","270685"
"Plcb1",4.73644304834644e-108,0.781512523272418,0.737,0.338,1.52916063815865e-103,"M2-like 2","Plcb1","up",185.016482662166,"Plcb1","18795"
"Cxcl2",7.58831060751554e-107,1.18246743783683,0.988,0.892,2.44988607963639e-102,"M2-like 2","Cxcl2","up",276.659113395324,"Cxcl2","20310"
"Tes",2.15588678907515e-105,0.602471500622318,0.704,0.316,6.96028049852911e-101,"M2-like 2","Tes","up",138.942504405547,"Tes","21753"
"Anxa2",4.59698078321487e-105,0.811217403687665,0.992,0.886,1.48413524586092e-100,"M2-like 2","Anxa2","up",186.469415276525,"Anxa2","12306"
"Carmil1",1.01534846647416e-104,0.651951014578318,0.539,0.198,3.27805252401184e-100,"M2-like 2","Carmil1","up",149.343240234751,"Carmil1","68732"
"Gpi1",1.62397095527099e-104,0.60773520848232,0.961,0.816,5.24299022909239e-100,"M2-like 2","Gpi1","up",138.929251554939,"Gpi1","14751"
"Pkm",2.53388737001512e-103,0.606428257939753,0.986,0.918,8.18065537409381e-99,"M2-like 2","Pkm","up",136.964339909388,"Pkm","18746"
"Pygl",4.14049185618493e-103,0.532040649253493,0.78,0.424,1.33675779576931e-98,"M2-like 2","Pygl","up",119.902325778381,"Pygl","110095"
"Rai14",7.85294940270167e-103,0.724710111154384,0.788,0.419,2.53532471466223e-98,"M2-like 2","Rai14","up",162.85904291311,"Rai14","75646"
"Gpr84",1.49390814771306e-102,0.638697609703731,0.61,0.237,4.82308245489163e-98,"M2-like 2","Gpr84","up",143.119313039777,"Gpr84","80910"
"Txn1",1.85449802936219e-102,0.680181993926841,0.985,0.904,5.98724688779584e-98,"M2-like 2","Txn1","up",152.268062884198,"Txn1","22166"
"Rab11fip1",2.35904926502939e-100,0.892092867770046,0.862,0.497,7.61619055214739e-96,"M2-like 2","Rab11fip1","up",195.384299911652,"Rab11fip1","75767"
"Grn",4.89968105739705e-100,-0.81755104001979,0.977,0.954,1.58186202938064e-95,"M2-like 2","Grn","down",178.460748487857,"Grn","14824"
"Cxcl1",2.2994327041472e-99,1.48017741985313,0.814,0.485,7.42371848533922e-95,"M2-like 2","Cxcl1","up",320.814991702941,"Cxcl1","14825"
"Egln1",2.14383716918863e-97,0.522435791912931,0.853,0.553,6.92137830072549e-93,"M2-like 2","Egln1","up",110.863904503972,"Egln1","112405"
"Cd38",2.12663677947562e-96,0.671641054187089,0.785,0.394,6.86584684253705e-92,"M2-like 2","Cd38","up",140.985026109286,"Cd38","12494"
"Dram1",1.13001588020632e-93,0.557677443638019,0.873,0.546,3.64825626924611e-89,"M2-like 2","Dram1","up",113.563105737729,"Dram1","71712"
"Gsap",1.58047160208315e-92,0.66432749704527,0.948,0.738,5.10255256732544e-88,"M2-like 2","Gsap","up",133.528330352666,"Gsap","212167"
"Tpi1",3.5432300877159e-92,0.600800949456602,0.978,0.869,1.14393183381908e-87,"M2-like 2","Tpi1","up",120.274601488628,"Tpi1","21991"
"Mtpn",7.39398653725937e-92,0.63874859720446,0.97,0.811,2.38714855355419e-87,"M2-like 2","Mtpn","up",127.401475948115,"Mtpn","14489"
"Hif1a",1.55532694634932e-91,0.737115605594897,0.97,0.843,5.02137304628876e-87,"M2-like 2","Hif1a","up",146.47312628986,"Hif1a","15251"
"Agpat4",2.96905528941074e-91,0.567740139819498,0.884,0.578,9.58559500186256e-87,"M2-like 2","Agpat4","up",112.44924733774,"Agpat4","68262"
"Cd9",3.94731830226747e-91,0.924429771892305,0.661,0.314,1.27439171388705e-86,"M2-like 2","Cd9","up",182.83358071433,"Cd9","12527"
"Acod1",5.59547375881672e-91,0.970047073394222,0.959,0.704,1.80649870303398e-86,"M2-like 2","Acod1","up",191.517293364391,"Acod1","16365"
"Card19",5.80703651123016e-91,0.594423378146018,0.937,0.733,1.87480173765066e-86,"M2-like 2","Card19","up",117.33549838711,"Card19","68480"
"Pde7b",2.1371949661997e-90,-1.29469634859569,0.665,0.856,6.89993394837575e-86,"M2-like 2","Pde7b","down",253.878050726764,"Pde7b","29863"
"Klf7",3.71650184000145e-90,0.620493593038623,0.908,0.612,1.19987261904447e-85,"M2-like 2","Klf7","up",121.329776809991,"Klf7","93691"
"Abcc1",6.15529815641817e-89,0.588625477199783,0.891,0.566,1.98723800979961e-84,"M2-like 2","Abcc1","up",113.446024890308,"Abcc1","17250"
"Cd44",2.51706422590969e-88,0.799991656702118,0.997,0.937,8.12634185334944e-84,"M2-like 2","Cd44","up",153.056033299845,"Cd44","12505"
"Gbe1",4.28318177925235e-88,0.671865717226079,0.759,0.41,1.38282523743162e-83,"M2-like 2","Gbe1","up",128.185551805249,"Gbe1","74185"
"Nedd9",6.11958740584685e-88,0.802686732279438,0.809,0.48,1.97570879397766e-83,"M2-like 2","Nedd9","up",152.8585525968,"Nedd9","18003"
"Ly6e",1.23139447215081e-87,-0.87275680993849,0.964,0.965,3.97555705333888e-83,"M2-like 2","Ly6e","down",165.591987795323,"Ly6e","17069"
"Gpx1",3.38483027723379e-86,0.890546323587923,0.989,0.955,1.09279245500493e-81,"M2-like 2","Gpx1","up",166.01623004379,"Gpx1","14775"
"Cebpb",3.9013170248449e-86,0.588527151111579,0.993,0.92,1.25954020147118e-81,"M2-like 2","Cebpb","up",109.630040724197,"Cebpb","12608"
"Plekhm3",7.60848472808542e-86,0.653252561374475,0.974,0.82,2.45639929446238e-81,"M2-like 2","Plekhm3","up",121.250662551932,"Plekhm3","241075"
"Vcl",4.19135365040065e-85,0.594876969247458,0.773,0.44,1.35317852603185e-80,"M2-like 2","Vcl","up",109.40046304398,"Vcl","22330"
"Higd1a",1.01717535233779e-84,0.522634700229436,0.853,0.593,3.28395062502256e-80,"M2-like 2","Higd1a","up",95.6514322821987,"Higd1a","56295"
"Abi1",2.41444015044203e-84,0.785370532285461,0.994,0.927,7.79502002570209e-80,"M2-like 2","Abi1","up",143.0578517457,"Abi1","11308"
"Map3k5",2.52161440105016e-84,0.718984570294302,0.89,0.598,8.14103209379044e-80,"M2-like 2","Map3k5","up",130.934201349293,"Map3k5","26408"
"Mmp9",1.05824372590642e-83,0.880349636977796,0.441,0.158,3.41653986908888e-79,"M2-like 2","Mmp9","up",159.057693625436,"Mmp9","17395"
"Met",1.60458741218949e-83,0.935979667065956,0.638,0.313,5.18041046025378e-79,"M2-like 2","Met","up",168.719075217281,"Met","17295"
"Emp3",3.30806653793073e-83,0.610518618121349,0.985,0.927,1.06800928177093e-78,"M2-like 2","Emp3","up",109.609973442048,"Emp3","13732"
"Myadm",2.72780515549306e-82,0.518056088499421,0.826,0.521,8.80671894450936e-78,"M2-like 2","Myadm","up",91.9166829199636,"Myadm","50918"
"Ms4a7",3.31576004411661e-81,-1.61992784081676,0.689,0.815,1.07049313024305e-76,"M2-like 2","Ms4a7","down",283.371300515793,"Ms4a7","109225"
"ENSMUSG00000073274",6.15229693830843e-81,0.893750325426968,0.767,0.433,1.98626906653288e-76,"M2-like 2","ENSMUSG00000073274","up",155.789806045326,"Gm14636","100503338"
"S100a11",6.48757942982988e-81,0.635489462615479,0.97,0.852,2.09451501892058e-76,"M2-like 2","S100a11","up",110.738579455531,"S100a11","20195"
"Fgr",1.30748459944697e-80,0.540159786987431,0.963,0.748,4.22121402931455e-76,"M2-like 2","Fgr","up",93.7481579653532,"Fgr","14191"
"Marcks",1.78272303609063e-80,-0.820616663655524,0.927,0.918,5.75552132201861e-76,"M2-like 2","Marcks","down",142.168806804963,"Marcks","17118"
"Grk5",6.7643645123465e-80,0.642955397334765,0.751,0.429,2.18387508281107e-75,"M2-like 2","Grk5","up",110.532250488605,"Grk5","14773"
"Itgam",1.24986428046523e-79,0.543344057331707,0.99,0.901,4.03518682948199e-75,"M2-like 2","Itgam","up",93.074200966979,"Itgam","16409"
"Saa3",3.22025001913066e-79,1.93808581534876,0.804,0.523,1.03965771867633e-74,"M2-like 2","Saa3","up",330.157580398512,"Saa3","20210"
"Tnip1",5.37128234631266e-79,0.677245852479538,0.894,0.628,1.73411850550704e-74,"M2-like 2","Tnip1","up",115.023975799259,"Tnip1","57783"
"Ptpn18",9.53274513647385e-79,-0.81469412902811,0.669,0.809,3.07764676731058e-74,"M2-like 2","Ptpn18","down",137.900938362691,"Ptpn18","19253"
"Ltc4s",8.95317854794838e-78,0.566692812056927,0.504,0.203,2.89053369420514e-73,"M2-like 2","Ltc4s","up",94.6531536858968,"Ltc4s","17001"
"Prdx6",3.30685514539938e-77,0.523100272215467,0.809,0.52,1.06761818369219e-72,"M2-like 2","Prdx6","up",86.688541463891,"Prdx6","11758"
"Inhba",9.62475591608144e-77,0.834146360036452,0.293,0.08,3.10735244750689e-72,"M2-like 2","Inhba","up",137.34416312436,"Inhba","16323"
"Ms4a6b",1.33687874283516e-76,-0.873947135623494,0.833,0.877,4.31611302124332e-72,"M2-like 2","Ms4a6b","down",143.610289384018,"Ms4a6b","69774"
"Olr1",3.90888886283888e-76,0.718583651562323,0.512,0.206,1.26198476936753e-71,"M2-like 2","Olr1","up",117.309396158455,"Olr1","108078"
"S100a10",4.2624426147202e-76,0.67955443450221,0.977,0.854,1.37612959816242e-71,"M2-like 2","S100a10","up",110.879000976591,"S100a10","20194"
"Crip1",1.47087204026738e-75,0.9558240176561,0.983,0.93,4.74871038200325e-71,"M2-like 2","Crip1","up",154.772443046359,"Crip1","12925"
"Cast",1.71004682624819e-74,0.529845083036192,0.933,0.756,5.52088617854228e-70,"M2-like 2","Cast","up",84.4956766221451,"Cast","12380"
"Ccr2",2.74195517641198e-74,-1.454217499851,0.315,0.616,8.85240228704607e-70,"M2-like 2","Ccr2","down",231.220971686765,"Ccr2","12772"
"Mndal",5.32506855201644e-74,-0.946338956376981,0.915,0.922,1.71919838201851e-69,"M2-like 2","Mndal","down",149.840010744523,"Mndal","100040462"
"Mt2",1.02592819695176e-73,0.64354677569388,0.343,0.109,3.31220918385875e-69,"M2-like 2","Mt2","up",101.474942127371,"Mt2","17750"
"Ezr",2.15914012882549e-73,0.684560561463286,0.873,0.615,6.9707839059131e-69,"M2-like 2","Ezr","up",107.432636945681,"Ezr","22350"
"Pon3",4.97927993313207e-73,0.556367605679492,0.7,0.395,1.60756052641169e-68,"M2-like 2","Pon3","up",86.8495777223861,"Pon3","269823"
"Mob3b",6.70684649493864e-71,0.53309380832831,0.813,0.497,2.16530539089094e-66,"M2-like 2","Mob3b","up",80.6027468067562,"Mob3b","214944"
"Lmo4",1.06369470085185e-70,0.653746498900173,0.866,0.6,3.4341383417002e-66,"M2-like 2","Lmo4","up",98.5436880016213,"Lmo4","16911"
"Plaur",1.14945118030296e-70,0.540521866645202,0.899,0.583,3.7110031356081e-66,"M2-like 2","Plaur","up",81.4346535824318,"Plaur","18793"
"Plec",1.24974630478205e-70,0.529543279853262,0.942,0.735,4.03480594498886e-66,"M2-like 2","Plec","up",79.736327766305,"Plec","18810"
"Msn",2.39745649417863e-70,0.512736571431985,0.993,0.928,7.74018829145572e-66,"M2-like 2","Msn","up",76.871615218507,"Msn","17698"
"Slamf7",2.7818807979348e-70,-1.20435567558038,0.26,0.566,8.98130215613251e-66,"M2-like 2","Slamf7","down",180.382938874171,"Slamf7","75345"
"Ifi207",7.95227710951146e-70,-0.793967481555753,0.938,0.926,2.56739266480578e-65,"M2-like 2","Ifi207","down",118.082924999093,"Ifi207","226691"
"Fam20c",1.23077958040267e-69,0.741740582375787,0.837,0.537,3.97357187533001e-65,"M2-like 2","Fam20c","up",109.991498687668,"Fam20c","80752"
"Plac8",3.33646895856949e-69,-1.3819569588824,0.669,0.811,1.07717900327416e-64,"M2-like 2","Plac8","down",203.549961126436,"Plac8","231507"
"Mrc1",4.75202269380971e-69,-1.79546468953696,0.244,0.539,1.53419052669647e-64,"M2-like 2","Mrc1","down",263.820990574029,"Mrc1","17533"
"Lyz2",8.90907180131257e-69,0.71081075780207,1,0.997,2.87629383105376e-64,"M2-like 2","Lyz2","up",103.997970896124,"Lyz2","17105"
"Slx4ip",9.61973782749766e-69,0.644693832332814,0.778,0.498,3.10573235760762e-64,"M2-like 2","Slx4ip","up",94.2749951076131,"Slx4ip","74243"
"Anxa3",1.38002527964291e-68,0.506299763657499,0.781,0.471,4.45541161532713e-64,"M2-like 2","Anxa3","up",73.8546181318375,"Anxa3","11745"
"Hilpda",1.36588176265354e-67,0.616829447063932,0.718,0.414,4.40974927072697e-63,"M2-like 2","Hilpda","up",88.5637817193832,"Hilpda","69573"
"Fry",2.41510794052958e-67,0.582589851199956,0.744,0.453,7.79717598599975e-63,"M2-like 2","Fry","up",83.3156498485473,"Fry","320365"
"Sh3bp5",3.25646843701631e-66,0.62764018395565,0.81,0.554,1.05135083489071e-61,"M2-like 2","Sh3bp5","up",88.1254611980968,"Sh3bp5","24056"
"Snx5",4.80614218948621e-66,-0.743275503174449,0.813,0.835,1.55166300587562e-61,"M2-like 2","Snx5","down",104.072219517113,"Snx5","69178"
"Ctsb",2.12868950318657e-65,-0.871641414443752,0.996,0.989,6.87247406103783e-61,"M2-like 2","Ctsb","down",120.74863027633,"Ctsb","13030"
"Fxyd2",2.57448481134716e-65,0.502722734186882,0.375,0.138,8.31172421343432e-61,"M2-like 2","Fxyd2","up",69.546674911025,"Fxyd2","11936"
"Mir155hg",5.72613339125832e-65,1.06048478933473,0.61,0.32,1.84868216536775e-60,"M2-like 2","Mir155hg","up",145.859748721426,"Mir155hg","100653389"
"Ell2",9.18539296401663e-65,0.683824812570659,0.955,0.763,2.96550411843277e-60,"M2-like 2","Ell2","up",93.7305394395585,"Ell2","192657"
"Slc16a10",1.08960667938742e-64,0.83525221466159,0.97,0.829,3.51779516440229e-60,"M2-like 2","Slc16a10","up",114.343748917548,"Slc16a10","72472"
"Ehd1",2.54120391452991e-64,0.542432485850447,0.948,0.75,8.20427683805982e-60,"M2-like 2","Ehd1","up",73.7981837922522,"Ehd1","13660"
"Tnfaip2",2.57946105237109e-64,0.718009697105188,0.968,0.785,8.32779000758008e-60,"M2-like 2","Tnfaip2","up",97.6748135096882,"Tnfaip2","21928"
"Itm2b",4.86967174144102e-64,-0.693550727562465,0.982,0.976,1.57217352172423e-59,"M2-like 2","Itm2b","down",93.9068111070395,"Itm2b","16432"
"Apobec1",5.06027620517131e-64,-0.708374296672321,0.927,0.921,1.63371017283956e-59,"M2-like 2","Apobec1","down",95.8867255716251,"Apobec1","11810"
"C1qc",9.83454610316017e-64,-1.8928097299473,0.315,0.567,3.17508320940526e-59,"M2-like 2","C1qc","down",254.956145481895,"C1qc","12262"
"Zc3h12c",1.95245387361915e-63,0.612081950544384,0.764,0.448,6.30349733097944e-59,"M2-like 2","Zc3h12c","up",82.0259688242162,"Zc3h12c","244871"
"Ptpre",4.10767451620207e-63,0.528512023206055,0.93,0.739,1.32616271755584e-58,"M2-like 2","Ptpre","up",70.4335531077267,"Ptpre","19267"
"Pparg",4.9275775560401e-63,-0.760133395984183,0.043,0.352,1.59086841396755e-58,"M2-like 2","Pparg","down",101.162851161179,"Pparg","19016"
"Ehd4",1.20230083271792e-62,-0.674393903160693,0.839,0.86,3.88162823842981e-58,"M2-like 2","Ehd4","down",89.1506122862672,"Ehd4","98878"
